AREA	YEAR	AGE	Yearclass	FMOR	WECA	WEST	CANUM	STNUM	MATPROP	M
CELTIC_SEA	1971	1	1970	0.2183	0.908	0.662	725	4774	0	0.51
CELTIC_SEA	1971	2	1969	0.6839	2.193	1.709	461	1119	0.39	0.37
CELTIC_SEA	1971	3	1968	0.6335	4.831	4.444	557	1382	0.87	0.3
CELTIC_SEA	1971	4	1967	0.5485	7.464	7.321	96	260	0.93	0.27
CELTIC_SEA	1971	5	1966	0.3581	9.669	9.529	35	132	1	0.25
CELTIC_SEA	1971	6	1965	0.5182	11.784	11.605	17	47	1	0.23
CELTIC_SEA	1971	7	1964	NA	13.862	13.513	5	NA	1	0.22
CELTIC_SEA	1971	8	1963	NA	15.494	15.327	5	NA	1	NA
CELTIC_SEA	1971	9	1962	NA	16.195	15.744	1	NA	1	NA
CELTIC_SEA	1971	10	1961	NA	16.315	15.744	0	NA	1	NA
CELTIC_SEA	1972	1	1971	0.0056	0.908	0.662	4	929	0	0.51
CELTIC_SEA	1972	2	1970	0.5183	2.193	1.709	774	2300	0.39	0.37
CELTIC_SEA	1972	3	1969	0.3972	4.831	4.444	110	391	0.87	0.3
CELTIC_SEA	1972	4	1968	0.5681	7.464	7.321	205	541	0.93	0.27
CELTIC_SEA	1972	5	1967	0.5857	9.669	9.529	45	115	1	0.25
CELTIC_SEA	1972	6	1966	0.5219	11.784	11.605	26	72	1	0.23
CELTIC_SEA	1972	7	1965	NA	13.862	13.513	11	NA	1	0.22
CELTIC_SEA	1972	8	1964	NA	15.494	15.327	5	NA	1	NA
CELTIC_SEA	1972	9	1963	NA	16.195	15.744	1	NA	1	NA
CELTIC_SEA	1972	10	1962	NA	16.315	15.744	0	NA	1	NA
CELTIC_SEA	1973	1	1972	0.1656	0.908	0.662	332	2810	0	0.51
CELTIC_SEA	1973	2	1971	0.7318	2.193	1.709	239	554	0.39	0.37
CELTIC_SEA	1973	3	1970	0.5532	4.831	4.444	346	948	0.87	0.3
CELTIC_SEA	1973	4	1969	0.4373	7.464	7.321	60	194	0.93	0.27
CELTIC_SEA	1973	5	1968	0.4422	9.669	9.529	74	234	1	0.25
CELTIC_SEA	1973	6	1967	0.4819	11.784	11.605	17	50	1	0.23
CELTIC_SEA	1973	7	1966	NA	13.862	13.513	6	NA	1	0.22
CELTIC_SEA	1973	8	1965	NA	15.494	15.327	4	NA	1	NA
CELTIC_SEA	1973	9	1964	NA	16.195	15.744	1	NA	1	NA
CELTIC_SEA	1973	10	1963	NA	16.315	15.744	0	NA	1	NA
CELTIC_SEA	1974	1	1973	0.0015	0.908	0.662	1	888	0	0.51
CELTIC_SEA	1974	2	1972	0.209	2.193	1.709	224	1427	0.39	0.37
CELTIC_SEA	1974	3	1971	0.2912	4.831	4.444	40	184	0.87	0.3
CELTIC_SEA	1974	4	1970	0.4088	7.464	7.321	118	402	0.93	0.27
CELTIC_SEA	1974	5	1969	0.5971	9.669	9.529	38	96	1	0.25
CELTIC_SEA	1974	6	1968	0.4361	11.784	11.605	37	118	1	0.23
CELTIC_SEA	1974	7	1967	NA	13.862	13.513	18	NA	1	0.22
CELTIC_SEA	1974	8	1966	NA	15.494	15.327	4	NA	1	NA
CELTIC_SEA	1974	9	1965	NA	16.195	15.744	14	NA	1	NA
CELTIC_SEA	1974	10	1964	NA	16.315	15.744	0	NA	1	NA
CELTIC_SEA	1975	1	1974	0.1559	0.908	0.662	673	6021	0	0.51
CELTIC_SEA	1975	2	1973	0.3674	2.193	1.709	136	532	0.39	0.37
CELTIC_SEA	1975	3	1972	0.3129	4.831	4.444	185	802	0.87	0.3
CELTIC_SEA	1975	4	1971	1.1602	7.464	7.321	61	102	0.93	0.27
CELTIC_SEA	1975	5	1970	0.8714	9.669	9.529	105	204	1	0.25
CELTIC_SEA	1975	6	1969	0.7909	11.784	11.605	20	41	1	0.23
CELTIC_SEA	1975	7	1968	NA	13.862	13.513	20	NA	1	0.22
CELTIC_SEA	1975	8	1967	NA	15.494	15.327	12	NA	1	NA
CELTIC_SEA	1975	9	1966	NA	16.195	15.744	1	NA	1	NA
CELTIC_SEA	1975	10	1965	NA	16.315	15.744	0	NA	1	NA
CELTIC_SEA	1976	1	1975	0.0337	0.908	0.662	51	1986	0	0.51
CELTIC_SEA	1976	2	1974	0.8366	2.193	1.709	1456	3088	0.39	0.37
CELTIC_SEA	1976	3	1973	0.3267	4.831	4.444	61	255	0.87	0.3
CELTIC_SEA	1976	4	1972	0.3327	7.464	7.321	107	432	0.93	0.27
CELTIC_SEA	1976	5	1971	0.716	9.669	9.529	11	24	1	0.25
CELTIC_SEA	1976	6	1970	0.4625	11.784	11.605	22	67	1	0.23
CELTIC_SEA	1976	7	1969	NA	13.862	13.513	2	NA	1	0.22
CELTIC_SEA	1976	8	1968	NA	15.494	15.327	4	NA	1	NA
CELTIC_SEA	1976	9	1967	NA	16.195	15.744	1	NA	1	NA
CELTIC_SEA	1976	10	1966	NA	16.315	15.744	0	NA	1	NA
CELTIC_SEA	1977	1	1976	0.0113	0.908	0.662	25	2871	0	0.51
CELTIC_SEA	1977	2	1975	0.5702	2.193	1.709	416	1151	0.39	0.37
CELTIC_SEA	1977	3	1974	0.3521	4.831	4.444	236	926	0.87	0.3
CELTIC_SEA	1977	4	1973	0.1353	7.464	7.321	15	136	0.93	0.27
CELTIC_SEA	1977	5	1972	0.3376	9.669	9.529	60	237	1	0.25
CELTIC_SEA	1977	6	1971	0.2768	11.784	11.605	2	9	1	0.23
CELTIC_SEA	1977	7	1970	NA	13.862	13.513	2	NA	1	0.22
CELTIC_SEA	1977	8	1969	NA	15.494	15.327	5	NA	1	NA
CELTIC_SEA	1977	9	1968	NA	16.195	15.744	10	NA	1	NA
CELTIC_SEA	1977	10	1967	NA	16.315	15.744	0	NA	1	NA
CELTIC_SEA	1978	1	1977	0.0975	0.908	0.662	197	2738	0	0.51
CELTIC_SEA	1978	2	1976	0.4326	2.193	1.709	497	1701	0.39	0.37
CELTIC_SEA	1978	3	1975	0.4058	4.831	4.444	129	450	0.87	0.3
CELTIC_SEA	1978	4	1974	0.3234	7.464	7.321	116	480	0.93	0.27
CELTIC_SEA	1978	5	1973	0.2876	9.669	9.529	20	91	1	0.25
CELTIC_SEA	1978	6	1972	0.3415	11.784	11.605	34	132	1	0.23
CELTIC_SEA	1978	7	1971	NA	13.862	13.513	6	NA	1	0.22
CELTIC_SEA	1978	8	1970	NA	15.494	15.327	8	NA	1	NA
CELTIC_SEA	1978	9	1969	NA	16.195	15.744	4	NA	1	NA
CELTIC_SEA	1978	10	1968	NA	16.315	15.744	2	NA	1	NA
CELTIC_SEA	1979	1	1978	0.0894	0.908	0.662	438	6619	0	0.51
CELTIC_SEA	1979	2	1977	0.3401	2.193	1.709	357	1489	0.39	0.37
CELTIC_SEA	1979	3	1976	0.5122	4.831	4.444	263	764	0.87	0.3
CELTIC_SEA	1979	4	1975	0.4328	7.464	7.321	68	221	0.93	0.27
CELTIC_SEA	1979	5	1974	0.5853	9.669	9.529	104	266	1	0.25
CELTIC_SEA	1979	6	1973	0.5149	11.784	11.605	19	53	1	0.23
CELTIC_SEA	1979	7	1972	NA	13.862	13.513	24	NA	1	0.22
CELTIC_SEA	1979	8	1971	NA	15.494	15.327	5	NA	1	NA
CELTIC_SEA	1979	9	1970	NA	16.195	15.744	2	NA	1	NA
CELTIC_SEA	1979	10	1969	NA	16.315	15.744	1	NA	1	NA
CELTIC_SEA	1980	1	1979	0.0666	0.908	0.662	609	12215	0	0.51
CELTIC_SEA	1980	2	1978	0.5141	2.193	1.709	1213	3627	0.39	0.37
CELTIC_SEA	1980	3	1977	0.6024	4.831	4.444	285	733	0.87	0.3
CELTIC_SEA	1980	4	1976	0.8985	7.464	7.321	175	338	0.93	0.27
CELTIC_SEA	1980	5	1975	0.7681	9.669	9.529	52	110	1	0.25
CELTIC_SEA	1980	6	1974	0.7652	11.784	11.605	55	116	1	0.23
CELTIC_SEA	1980	7	1973	NA	13.862	13.513	14	NA	1	0.22
CELTIC_SEA	1980	8	1972	NA	15.494	15.327	0	NA	1	NA
CELTIC_SEA	1980	9	1971	NA	16.195	15.744	0	NA	1	NA
CELTIC_SEA	1980	10	1970	NA	16.315	15.744	0	NA	1	NA
CELTIC_SEA	1981	1	1980	0.0824	0.945	0.46	315	5145	0	0.51
CELTIC_SEA	1981	2	1979	0.78	1.549	1.549	3086	6849	0.39	0.37
CELTIC_SEA	1981	3	1978	0.991	4.385	2.284	811	1501	0.87	0.3
CELTIC_SEA	1981	4	1977	0.8938	7.565	7.806	153	296	0.93	0.27
CELTIC_SEA	1981	5	1976	0.5825	9.06	10.544	41	105	1	0.25
CELTIC_SEA	1981	6	1975	0.8325	12.75	11.439	20	40	1	0.23
CELTIC_SEA	1981	7	1974	NA	13.822	14.464	10	NA	1	0.22
CELTIC_SEA	1981	8	1973	NA	19.232	15.354	2	NA	1	NA
CELTIC_SEA	1981	9	1972	NA	19.232	15.354	0	NA	1	NA
CELTIC_SEA	1981	10	1971	NA	19.232	15.354	0	NA	1	NA
CELTIC_SEA	1982	1	1981	0.0475	0.945	0.704	76	2115	0	0.51
CELTIC_SEA	1982	2	1980	0.673	2.242	1.488	1157	2839	0.39	0.37
CELTIC_SEA	1982	3	1979	0.6457	4.474	3.876	888	2173	0.87	0.3
CELTIC_SEA	1982	4	1978	0.6351	7.797	7.407	169	411	0.93	0.27
CELTIC_SEA	1982	5	1977	0.5796	10.25	9.624	36	93	1	0.25
CELTIC_SEA	1982	6	1976	0.6267	12.465	12.316	19	46	1	0.23
CELTIC_SEA	1982	7	1975	NA	15.074	15.032	4	NA	1	0.22
CELTIC_SEA	1982	8	1974	NA	16.908	18.569	1	NA	1	NA
CELTIC_SEA	1982	9	1973	NA	18.538	18.569	0	NA	1	NA
CELTIC_SEA	1982	10	1972	NA	20.949	18.569	0	NA	1	NA
CELTIC_SEA	1983	1	1982	0.2743	0.979	0.446	1285	6918	0	0.51
CELTIC_SEA	1983	2	1981	0.7465	2.525	1.945	529	1209	0.39	0.37
CELTIC_SEA	1983	3	1980	0.9862	4.961	4.467	540	1003	0.87	0.3
CELTIC_SEA	1983	4	1979	0.8604	7.457	7.353	424	841	0.93	0.27
CELTIC_SEA	1983	5	1978	0.7406	9.965	9.752	77	167	1	0.25
CELTIC_SEA	1983	6	1977	0.8732	12.01	11.223	21	41	1	0.23
CELTIC_SEA	1983	7	1976	NA	14.767	15.908	5	NA	1	0.22
CELTIC_SEA	1983	8	1975	NA	17.643	18.089	5	NA	1	NA
CELTIC_SEA	1983	9	1974	NA	19.131	21.977	1	NA	1	NA
CELTIC_SEA	1983	10	1973	NA	19.131	21.977	0	NA	1	NA
CELTIC_SEA	1984	1	1983	0.1535	0.981	0.512	737	6690	0	0.51
CELTIC_SEA	1984	2	1982	0.619	2.645	1.951	1210	3151	0.39	0.37
CELTIC_SEA	1984	3	1981	0.4998	5.284	4.928	134	397	0.87	0.3
CELTIC_SEA	1984	4	1980	0.5144	7.828	7.433	97	276	0.93	0.27
CELTIC_SEA	1984	5	1979	0.4966	9.758	9.552	94	272	1	0.25
CELTIC_SEA	1984	6	1978	0.5083	11.672	12.18	22	62	1	0.23
CELTIC_SEA	1984	7	1977	NA	14.548	14.181	3	NA	1	0.22
CELTIC_SEA	1984	8	1976	NA	16.527	16.733	2	NA	1	NA
CELTIC_SEA	1984	9	1975	NA	16.527	16.733	0	NA	1	NA
CELTIC_SEA	1984	10	1974	NA	16.527	16.733	0	NA	1	NA
CELTIC_SEA	1985	1	1984	0.173	1.001	0.581	726	5904	0	0.51
CELTIC_SEA	1985	2	1983	0.5713	2.637	2.07	1245	3439	0.39	0.37
CELTIC_SEA	1985	3	1982	0.6179	5.521	5.333	465	1174	0.87	0.3
CELTIC_SEA	1985	4	1981	0.4993	8.082	8.376	61	178	0.93	0.27
CELTIC_SEA	1985	5	1980	0.4447	10.407	10.851	40	126	1	0.25
CELTIC_SEA	1985	6	1979	0.5256	11.469	11.585	47	129	1	0.23
CELTIC_SEA	1985	7	1978	NA	13.448	14.247	12	NA	1	0.22
CELTIC_SEA	1985	8	1977	NA	16.658	16.399	2	NA	1	NA
CELTIC_SEA	1985	9	1976	NA	20.853	20.853	1	NA	1	NA
CELTIC_SEA	1985	10	1975	NA	20.853	20.853	0	NA	1	NA
CELTIC_SEA	1986	1	1985	0.1828	1.054	0.528	651	5034	0	0.51
CELTIC_SEA	1986	2	1984	0.747	2.554	1.902	1303	2976	0.39	0.37
CELTIC_SEA	1986	3	1983	0.8743	5.398	5.286	673	1344	0.87	0.3
CELTIC_SEA	1986	4	1982	0.9728	7.44	7.382	254	467	0.93	0.27
CELTIC_SEA	1986	5	1981	0.5315	10.782	10.689	30	82	1	0.25
CELTIC_SEA	1986	6	1980	0.8024	12.396	12.393	31	63	1	0.23
CELTIC_SEA	1986	7	1979	NA	13.558	14.482	17	NA	1	0.22
CELTIC_SEA	1986	8	1978	NA	13.558	14.482	0	NA	1	NA
CELTIC_SEA	1986	9	1977	NA	13.558	14.482	0	NA	1	NA
CELTIC_SEA	1986	10	1976	NA	13.558	14.482	0	NA	1	NA
CELTIC_SEA	1987	1	1986	0.1499	0.909	0.522	2741	25442	0	0.51
CELTIC_SEA	1987	2	1985	0.6025	2.504	1.947	946	2513	0.39	0.37
CELTIC_SEA	1987	3	1984	0.7645	5.264	4.877	448	976	0.87	0.3
CELTIC_SEA	1987	4	1983	1.1753	8.089	7.946	250	414	0.93	0.27
CELTIC_SEA	1987	5	1982	0.7336	10.447	10.308	62	135	1	0.25
CELTIC_SEA	1987	6	1981	0.9025	13.574	14.419	20	38	1	0.23
CELTIC_SEA	1987	7	1980	NA	15.029	15.171	11	NA	1	0.22
CELTIC_SEA	1987	8	1979	NA	16.229	16.201	4	NA	1	NA
CELTIC_SEA	1987	9	1978	NA	16.229	16.201	0	NA	1	NA
CELTIC_SEA	1987	10	1977	NA	16.229	16.201	0	NA	1	NA
CELTIC_SEA	1988	1	1987	0.2141	0.906	0.906	1830	12267	0	0.51
CELTIC_SEA	1988	2	1986	0.6901	2.187	1.621	5443	13126	0.39	0.37
CELTIC_SEA	1988	3	1985	0.4964	5.318	4.887	320	952	0.87	0.3
CELTIC_SEA	1988	4	1984	0.6048	7.997	7.777	133	335	0.93	0.27
CELTIC_SEA	1988	5	1983	0.7619	10.649	10.302	46	98	1	0.25
CELTIC_SEA	1988	6	1982	0.6276	12.486	11.786	21	51	1	0.23
CELTIC_SEA	1988	7	1981	NA	13.805	12.416	4	NA	1	0.22
CELTIC_SEA	1988	8	1980	NA	14.285	13.889	2	NA	1	NA
CELTIC_SEA	1988	9	1979	NA	16.592	15.119	2	NA	1	NA
CELTIC_SEA	1988	10	1978	NA	16.592	15.119	0	NA	1	NA
CELTIC_SEA	1989	1	1988	0.2676	0.844	0.844	666	3664	0	0.51
CELTIC_SEA	1989	2	1987	0.7646	2.013	1.463	2639	5935	0.39	0.37
CELTIC_SEA	1989	3	1986	1.0063	4.706	4.514	2483	4556	0.87	0.3
CELTIC_SEA	1989	4	1985	0.5085	7.638	7.615	149	428	0.93	0.27
CELTIC_SEA	1989	5	1984	0.9745	9.438	9.438	77	140	1	0.25
CELTIC_SEA	1989	6	1983	0.84	12.917	12.692	18	36	1	0.23
CELTIC_SEA	1989	7	1982	NA	12.479	12.788	8	NA	1	0.22
CELTIC_SEA	1989	8	1981	NA	15.407	17.794	2	NA	1	NA
CELTIC_SEA	1989	9	1980	NA	16.683	17.794	1	NA	1	NA
CELTIC_SEA	1989	10	1979	NA	16.683	17.794	0	NA	1	NA
CELTIC_SEA	1990	1	1989	0.1221	0.88	0.613	360	4046	0	0.51
CELTIC_SEA	1990	2	1988	0.9293	2.3	1.774	846	1680	0.39	0.37
CELTIC_SEA	1990	3	1987	0.948	4.624	4.39	1006	1912	0.87	0.3
CELTIC_SEA	1990	4	1986	0.9601	7.188	7.186	663	1229	0.93	0.27
CELTIC_SEA	1990	5	1985	0.6066	9.045	8.486	79	197	1	0.25
CELTIC_SEA	1990	6	1984	0.8486	11.713	10.703	21	41	1	0.23
CELTIC_SEA	1990	7	1983	NA	13.769	13.305	8	NA	1	0.22
CELTIC_SEA	1990	8	1982	NA	16.786	16.987	6	NA	1	NA
CELTIC_SEA	1990	9	1981	NA	13.081	13.081	2	NA	1	NA
CELTIC_SEA	1990	10	1980	NA	13.081	13.081	0	NA	1	NA
CELTIC_SEA	1991	1	1990	0.1702	0.905	0.539	1377	11364	0	0.51
CELTIC_SEA	1991	2	1989	0.8653	2.135	1.538	1034	2146	0.39	0.37
CELTIC_SEA	1991	3	1988	0.8688	4.987	4.791	229	459	0.87	0.3
CELTIC_SEA	1991	4	1987	1.1727	6.738	6.524	330	547	0.93	0.27
CELTIC_SEA	1991	5	1986	1.0183	8.865	8.631	203	360	1	0.25
CELTIC_SEA	1991	6	1985	1.0338	10.809	10.672	48	84	1	0.23
CELTIC_SEA	1991	7	1984	NA	13.768	13.512	11	NA	1	0.22
CELTIC_SEA	1991	8	1983	NA	15.478	14.898	3	NA	1	NA
CELTIC_SEA	1991	9	1982	NA	15.478	14.898	0	NA	1	NA
CELTIC_SEA	1991	10	1981	NA	15.478	14.898	0	NA	1	NA
CELTIC_SEA	1992	1	1991	0.1717	0.815	0.663	1434	11740	0	0.51
CELTIC_SEA	1992	2	1990	0.7859	1.916	1.318	2601	5744	0.39	0.37
CELTIC_SEA	1992	3	1989	0.9481	4.916	4.6	329	625	0.87	0.3
CELTIC_SEA	1992	4	1988	0.7239	7.359	6.558	64	142	0.93	0.27
CELTIC_SEA	1992	5	1987	0.9479	9.744	9.342	70	129	1	0.25
CELTIC_SEA	1992	6	1986	0.8843	11.498	11.285	53	101	1	0.23
CELTIC_SEA	1992	7	1985	NA	12.474	12.322	16	NA	1	0.22
CELTIC_SEA	1992	8	1984	NA	15.117	14.77	1	NA	1	NA
CELTIC_SEA	1992	9	1983	NA	15.117	14.77	0	NA	1	NA
CELTIC_SEA	1992	10	1982	NA	15.117	14.77	0	NA	1	NA
CELTIC_SEA	1993	1	1992	0.1004	0.871	0.703	274	3704	0	0.51
CELTIC_SEA	1993	2	1991	0.6558	2.043	1.385	2371	5926	0.39	0.37
CELTIC_SEA	1993	3	1990	0.9071	4.508	4.278	928	1812	0.87	0.3
CELTIC_SEA	1993	4	1989	0.7042	6.866	6.574	79	179	0.93	0.27
CELTIC_SEA	1993	5	1988	0.725	8.431	8.066	24	53	1	0.25
CELTIC_SEA	1993	6	1987	0.7881	10.942	10.815	19	39	1	0.23
CELTIC_SEA	1993	7	1986	NA	12.147	11.945	14	NA	1	0.22
CELTIC_SEA	1993	8	1985	NA	13.646	13.421	2	NA	1	NA
CELTIC_SEA	1993	9	1984	NA	16.53	16.53	0	NA	1	NA
CELTIC_SEA	1993	10	1983	NA	16.53	16.53	0	NA	1	NA
CELTIC_SEA	1994	1	1993	0.1348	0.874	0.605	1340	13726	0	0.51
CELTIC_SEA	1994	2	1992	0.5349	2	1.754	692	2008	0.39	0.37
CELTIC_SEA	1994	3	1991	1.0663	4.492	4.189	1199	2129	0.87	0.3
CELTIC_SEA	1994	4	1990	0.7916	7.926	7.72	258	540	0.93	0.27
CELTIC_SEA	1994	5	1989	0.6018	10.092	9.722	27	68	1	0.25
CELTIC_SEA	1994	6	1988	0.83	12.212	12.101	10	20	1	0.23
CELTIC_SEA	1994	7	1987	NA	13.072	12.844	11	NA	1	0.22
CELTIC_SEA	1994	8	1986	NA	15.865	15.859	6	NA	1	NA
CELTIC_SEA	1994	9	1985	NA	15.865	15.859	0	NA	1	NA
CELTIC_SEA	1994	10	1984	NA	15.865	15.859	0	NA	1	NA
CELTIC_SEA	1995	1	1994	0.1162	0.806	0.612	823	9693	0	0.51
CELTIC_SEA	1995	2	1993	0.81	1.973	1.444	3320	7189	0.39	0.37
CELTIC_SEA	1995	3	1992	0.5859	4.589	4.346	310	814	0.87	0.3
CELTIC_SEA	1995	4	1991	0.9183	7.56	7.452	284	541	0.93	0.27
CELTIC_SEA	1995	5	1990	0.5834	9.75	9.14	73	187	1	0.25
CELTIC_SEA	1995	6	1989	0.7037	11.152	10.646	13	29	1	0.23
CELTIC_SEA	1995	7	1988	NA	13.983	13.908	2	NA	1	0.22
CELTIC_SEA	1995	8	1987	NA	14.147	14.147	3	NA	1	NA
CELTIC_SEA	1995	9	1986	NA	14.147	14.147	0	NA	1	NA
CELTIC_SEA	1995	10	1985	NA	14.147	14.147	0	NA	1	NA
CELTIC_SEA	1996	1	1995	0.113	0.787	0.673	617	7458	0	0.51
CELTIC_SEA	1996	2	1994	0.7392	1.877	1.283	2248	5172	0.39	0.37
CELTIC_SEA	1996	3	1993	0.9961	4.639	4.471	1199	2213	0.87	0.3
CELTIC_SEA	1996	4	1992	0.6135	6.997	6.747	134	334	0.93	0.27
CELTIC_SEA	1996	5	1991	1.0543	9.854	9.877	95	165	1	0.25
CELTIC_SEA	1996	6	1990	0.8993	11.407	11.424	43	81	1	0.23
CELTIC_SEA	1996	7	1989	NA	13.04	12.848	3	NA	1	0.22
CELTIC_SEA	1996	8	1988	NA	10.363	12.848	1	NA	1	NA
CELTIC_SEA	1996	9	1987	NA	10.363	12.848	0	NA	1	NA
CELTIC_SEA	1996	10	1986	NA	10.363	12.848	0	NA	1	NA
CELTIC_SEA	1997	1	1996	0.1651	0.771	0.47	1184	10047	0	0.51
CELTIC_SEA	1997	2	1995	0.8281	2.039	1.41	1870	3992	0.39	0.37
CELTIC_SEA	1997	3	1994	1.0434	4.516	4.079	951	1709	0.87	0.3
CELTIC_SEA	1997	4	1993	0.8285	7.389	7.112	297	603	0.93	0.27
CELTIC_SEA	1997	5	1992	0.4987	9.719	9.044	48	138	1	0.25
CELTIC_SEA	1997	6	1991	0.7997	11.82	11.156	22	45	1	0.23
CELTIC_SEA	1997	7	1990	NA	14.367	13.73	6	NA	1	0.22
CELTIC_SEA	1997	8	1989	NA	13.687	13.623	0	NA	1	NA
CELTIC_SEA	1997	9	1988	NA	13.687	13.623	0	NA	1	NA
CELTIC_SEA	1997	10	1987	NA	13.687	13.623	0	NA	1	NA
CELTIC_SEA	1998	1	1997	0.1784	0.853	0.421	639	5053	0	0.51
CELTIC_SEA	1998	2	1996	0.9145	1.896	1.314	2545	5105	0.39	0.37
CELTIC_SEA	1998	3	1995	0.9631	4.461	4.34	641	1207	0.87	0.3
CELTIC_SEA	1998	4	1994	1.0615	6.881	6.676	254	444	0.93	0.27
CELTIC_SEA	1998	5	1993	0.8131	9.329	9.303	99	201	1	0.25
CELTIC_SEA	1998	6	1992	0.9583	11.216	11.172	36	66	1	0.23
CELTIC_SEA	1998	7	1991	NA	13.904	12.369	6	NA	1	0.22
CELTIC_SEA	1998	8	1990	NA	14.573	14.205	2	NA	1	NA
CELTIC_SEA	1998	9	1989	NA	17.161	17.161	0	NA	1	NA
CELTIC_SEA	1998	10	1988	NA	14.02	14.02	0	NA	1	NA
CELTIC_SEA	1999	1	1998	0.316	0.993	0.778	496	2365	0	0.51
CELTIC_SEA	1999	2	1997	0.7796	2.098	1.542	1141	2533	0.39	0.37
CELTIC_SEA	1999	3	1996	0.972	4.495	4.252	756	1416	0.87	0.3
CELTIC_SEA	1999	4	1995	0.7587	7.326	7.126	158	340	0.93	0.27
CELTIC_SEA	1999	5	1994	0.8403	8.945	8.7	59	117	1	0.25
CELTIC_SEA	1999	6	1993	0.8678	11.255	11.142	36	70	1	0.23
CELTIC_SEA	1999	7	1992	NA	13.877	13.978	9	NA	1	0.22
CELTIC_SEA	1999	8	1991	NA	15.988	17.463	5	NA	1	NA
CELTIC_SEA	1999	9	1990	NA	15.988	17.159	0	NA	1	NA
CELTIC_SEA	1999	10	1989	NA	17.159	17.159	0	NA	1	NA
CELTIC_SEA	2000	1	1999	0.229	0.863	0.561	1693	10685	0	0.51
CELTIC_SEA	2000	2	1998	0.7759	2.541	1.696	464	1033	0.39	0.37
CELTIC_SEA	2000	3	1997	0.9331	4.629	4.223	419	804	0.87	0.3
CELTIC_SEA	2000	4	1996	0.6718	7.042	6.627	169	395	0.93	0.27
CELTIC_SEA	2000	5	1995	0.5265	9.502	9.326	44	122	1	0.25
CELTIC_SEA	2000	6	1994	0.6587	10.66	10.505	17	40	1	0.23
CELTIC_SEA	2000	7	1993	NA	11.746	11.115	12	NA	1	0.22
CELTIC_SEA	2000	8	1992	NA	14.476	13.566	2	NA	1	NA
CELTIC_SEA	2000	9	1991	NA	14.72	13.566	0	NA	1	NA
CELTIC_SEA	2000	10	1990	NA	14.72	13.566	0	NA	1	NA
CELTIC_SEA	2001	1	2000	0.1733	0.794	0.63	1091	8857	0	0.51
CELTIC_SEA	2001	2	1999	0.8209	2.029	1.455	2373	5094	0.39	0.37
CELTIC_SEA	2001	3	1998	0.6557	5.112	4.904	136	329	0.87	0.3
CELTIC_SEA	2001	4	1997	0.6548	7.858	7.872	98	233	0.93	0.27
CELTIC_SEA	2001	5	1996	0.7206	9.832	10.192	70	154	1	0.25
CELTIC_SEA	2001	6	1995	0.4786	11.423	11.613	19	56	1	0.23
CELTIC_SEA	2001	7	1994	NA	13.206	13.174	12	NA	1	0.22
CELTIC_SEA	2001	8	1993	NA	14.879	14.715	6	NA	1	NA
CELTIC_SEA	2001	9	1992	NA	16.311	16.311	1	NA	1	NA
CELTIC_SEA	2001	10	1991	NA	16.311	16.311	0	NA	1	NA
CELTIC_SEA	2002	1	2001	0.1322	0.757	0.352	210	2190	0	0.51
CELTIC_SEA	2002	2	2000	0.8143	1.88	1.257	2069	4464	0.39	0.37
CELTIC_SEA	2002	3	1999	1.0866	4.728	4.452	883	1551	0.87	0.3
CELTIC_SEA	2002	4	1998	0.869	6.764	7.046	64	126	0.93	0.27
CELTIC_SEA	2002	5	1997	0.5159	9.36	9.4	33	93	1	0.25
CELTIC_SEA	2002	6	1996	0.2614	10.774	10.614	12	59	1	0.23
CELTIC_SEA	2002	7	1995	NA	12.876	12.637	6	NA	1	0.22
CELTIC_SEA	2002	8	1994	NA	13.463	14.949	4	NA	1	NA
CELTIC_SEA	2002	9	1993	NA	13.719	14.949	1	NA	1	NA
CELTIC_SEA	2002	10	1992	NA	14.3	14.949	0	NA	1	NA
CELTIC_SEA	2003	1	2002	0.1076	0.889	0.482	103	1304	0	0.51
CELTIC_SEA	2003	2	2001	0.8704	1.844	1.327	556	1150	0.39	0.37
CELTIC_SEA	2003	3	2000	1.2155	4.274	4.111	827	1369	0.87	0.3
CELTIC_SEA	2003	4	1999	1.0297	6.667	6.601	217	386	0.93	0.27
CELTIC_SEA	2003	5	1998	0.5448	9.506	9.183	15	40	1	0.25
CELTIC_SEA	2003	6	1997	0.2666	11.064	10.635	9	43	1	0.23
CELTIC_SEA	2003	7	1996	NA	12.04	12.047	6	NA	1	0.22
CELTIC_SEA	2003	8	1995	NA	12.762	15.832	1	NA	1	NA
CELTIC_SEA	2003	9	1994	NA	11.139	15.832	0	NA	1	NA
CELTIC_SEA	2003	10	1993	NA	11.139	15.832	0	NA	1	NA
CELTIC_SEA	2004	1	2003	0.1622	0.884	0.591	341	2941	0	0.51
CELTIC_SEA	2004	2	2002	0.7142	2.177	1.258	298	702	0.39	0.37
CELTIC_SEA	2004	3	2001	0.9447	4.543	4.053	175	333	0.87	0.3
CELTIC_SEA	2004	4	2000	1.0264	7.073	6.759	168	299	0.93	0.27
CELTIC_SEA	2004	5	1999	1.0038	9.435	9.372	59	105	1	0.25
CELTIC_SEA	2004	6	1998	0.6753	10.802	10.158	8	18	1	0.23
CELTIC_SEA	2004	7	1997	NA	11.985	11.68	4	NA	1	0.22
CELTIC_SEA	2004	8	1996	NA	14.115	13.85	3	NA	1	NA
