AREA	YEAR	AGE	Yearclass	FMOR	WECA	WEST	CANUM	STNUM	MATPROP	M
FAROE	1987	5	1982	0.4855	2.766	NA	3083	8859	1	0.2
FAROE	1987	6	1981	0.5563	3.908	NA	812	2103	1	0.2
FAROE	1987	7	1980	0.49	5.461	NA	224	639	1	0.2
FAROE	1987	8	1979	0.6228	6.341	NA	68	162	1	0.2
FAROE	1987	9	1978	0.5303	8.509	NA	69	185	1	0.2
FAROE	1987	10	1977	0.5303	9.811	NA	26	69	1	0.2
FAROE	1988	1	1987	NA	NA	NA	NA	NA	NA	NA
FAROE	1988	2	1986	0.0669	1.061	NA	509	8691	0.06	0.2
FAROE	1988	3	1985	0.3539	1.749	NA	2122	7869	0.72	0.2
FAROE	1988	4	1984	0.5649	2.3	NA	1945	4981	0.9	0.2
FAROE	1988	5	1983	0.55	2.914	NA	1484	3877	0.97	0.2
FAROE	1988	6	1982	0.7749	3.109	NA	2178	4464	1	0.2
FAROE	1988	7	1981	0.8002	3.976	NA	492	987	1	0.2
FAROE	1988	8	1980	0.8658	4.896	NA	168	321	1	0.2
FAROE	1988	9	1979	0.718	7.087	NA	33	71	1	0.2
FAROE	1988	10	1978	0.718	8.287	NA	25	53	1	0.2
FAROE	1989	1	1988	NA	NA	NA	NA	NA	NA	NA
FAROE	1989	2	1987	0.1654	1.01	NA	2237	16222	0.05	0.2
FAROE	1989	3	1986	0.442	1.597	NA	2151	6655	0.54	0.2
FAROE	1989	4	1985	0.7646	2.2	NA	2187	4522	0.98	0.2
FAROE	1989	5	1984	0.7645	2.934	NA	1121	2318	1	0.2
FAROE	1989	6	1983	0.9653	3.468	NA	1026	1831	1	0.2
FAROE	1989	7	1982	1.0625	3.75	NA	997	1684	1	0.2
FAROE	1989	8	1981	1.1072	4.682	NA	220	363	1	0.2
FAROE	1989	9	1980	0.9431	6.14	NA	61	110	1	0.2
FAROE	1989	10	1979	0.9431	9.156	NA	9	16	1	0.2
FAROE	1990	1	1989	NA	NA	NA	NA	NA	NA	NA
FAROE	1990	2	1988	0.0764	0.945	NA	243	3651	0	0.2
FAROE	1990	3	1987	0.3281	1.3	NA	2849	11258	0.68	0.2
FAROE	1990	4	1986	0.6299	1.959	NA	1481	3502	0.9	0.2
FAROE	1990	5	1985	0.7904	2.531	NA	852	1724	0.99	0.2
FAROE	1990	6	1984	0.7039	3.273	NA	404	884	0.96	0.2
FAROE	1990	7	1983	0.8416	4.652	NA	294	571	0.98	0.2
FAROE	1990	8	1982	1.124	4.758	NA	291	476	1	0.2
FAROE	1990	9	1981	0.8264	6.704	NA	50	98	1	0.2
FAROE	1990	10	1980	0.8264	8.689	NA	26	50	1	0.2
FAROE	1991	1	1990	NA	NA	NA	NA	NA	NA	NA
FAROE	1991	2	1989	0.0323	0.779	NA	192	6665	0	0.2
FAROE	1991	3	1988	0.1984	1.271	NA	451	2769	0.72	0.2
FAROE	1991	4	1987	0.4436	1.57	NA	2152	6639	0.86	0.2
FAROE	1991	5	1986	0.5981	2.524	NA	622	1527	1	0.2
FAROE	1991	6	1985	0.7404	3.185	NA	303	640	1	0.2
FAROE	1991	7	1984	0.5772	4.086	NA	142	358	1	0.2
FAROE	1991	8	1983	0.7134	5.656	NA	93	202	1	0.2
FAROE	1991	9	1982	0.62	5.973	NA	53	127	1	0.2
FAROE	1991	10	1981	0.62	8.147	NA	24	57	1	0.2
FAROE	1992	1	1991	NA	NA	NA	NA	NA	NA	NA
FAROE	1992	2	1990	0.0201	0.989	NA	205	11403	0.06	0.2
FAROE	1992	3	1989	0.1	1.364	NA	455	5283	0.5	0.2
FAROE	1992	4	1988	0.3242	1.779	NA	466	1859	0.82	0.2
FAROE	1992	5	1987	0.3406	2.312	NA	911	3488	0.98	0.2
FAROE	1992	6	1986	0.6368	3.477	NA	293	688	1	0.2
FAROE	1992	7	1985	0.8761	4.545	NA	132	250	1	0.2
FAROE	1992	8	1984	0.4402	6.275	NA	53	165	1	0.2
FAROE	1992	9	1983	0.5278	7.619	NA	30	81	1	0.2
FAROE	1992	10	1982	0.5278	9.725	NA	34	91	1	0.2
FAROE	1993	1	1992	NA	NA	NA	NA	NA	NA	NA
FAROE	1993	2	1991	0.0132	1.155	NA	120	10113	0.03	0.2
FAROE	1993	3	1990	0.1019	1.704	NA	802	9151	0.73	0.2
FAROE	1993	4	1989	0.1866	2.421	NA	603	3914	0.78	0.2
FAROE	1993	5	1988	0.2521	3.132	NA	222	1100	0.91	0.2
FAROE	1993	6	1987	0.1973	3.723	NA	329	2032	0.99	0.2
FAROE	1993	7	1986	0.4405	4.971	NA	96	298	1	0.2
FAROE	1993	8	1985	0.5586	6.159	NA	33	85	1	0.2
FAROE	1993	9	1984	0.329	7.614	NA	22	87	1	0.2
FAROE	1993	10	1983	0.329	9.587	NA	25	98	1	0.2
FAROE	1994	1	1993	NA	NA	NA	NA	NA	NA	NA
FAROE	1994	2	1992	0.0255	1.194	NA	573	25171	0.05	0.2
FAROE	1994	3	1991	0.1127	1.843	NA	788	8171	0.33	0.2
FAROE	1994	4	1990	0.1905	2.613	NA	1062	6766	0.88	0.2
FAROE	1994	5	1989	0.2499	3.654	NA	532	2659	0.96	0.2
FAROE	1994	6	1988	0.2196	4.584	NA	125	700	1	0.2
FAROE	1994	7	1987	0.1537	4.976	NA	176	1366	0.96	0.2
FAROE	1994	8	1986	0.3211	7.146	NA	39	157	1	0.2
FAROE	1994	9	1985	1.0131	8.564	NA	23	40	1	0.2
FAROE	1994	10	1984	1.0131	8.796	NA	16	27	1	0.2
FAROE	1995	1	1994	NA	NA	NA	NA	NA	NA	NA
FAROE	1995	2	1993	0.0702	1.218	NA	2615	42610	0.09	0.2
FAROE	1995	3	1992	0.1618	1.986	NA	2716	20090	0.35	0.2
FAROE	1995	4	1991	0.4641	2.622	NA	2008	5977	0.33	0.2
FAROE	1995	5	1990	0.28	3.925	NA	1012	4579	0.66	0.2
FAROE	1995	6	1989	0.361	5.18	NA	465	1695	0.97	0.2
FAROE	1995	7	1988	0.333	6.079	NA	118	460	1	0.2
FAROE	1995	8	1987	0.2254	6.241	NA	175	959	1	0.2
FAROE	1995	9	1986	0.7377	7.782	NA	44	93	1	0.2
FAROE	1995	10	1985	0.7377	8.627	NA	49	102	1	0.2
FAROE	1996	1	1995	NA	NA	NA	NA	NA	NA	NA
FAROE	1996	2	1994	0.0306	1.016	NA	351	12865	0.04	0.2
FAROE	1996	3	1993	0.193	1.737	NA	5164	32520	0.43	0.2
FAROE	1996	4	1992	0.4526	2.745	NA	4608	13991	0.74	0.2
FAROE	1996	5	1991	0.8073	3.8	NA	1542	3077	0.85	0.2
FAROE	1996	6	1990	0.9044	4.455	NA	1526	2833	0.94	0.2
FAROE	1996	7	1989	1.1415	4.978	NA	596	967	1	0.2
FAROE	1996	8	1988	0.9193	5.27	NA	147	270	1	0.2
FAROE	1996	9	1987	0.9474	5.593	NA	347	627	1	0.2
FAROE	1996	10	1986	0.9474	7.482	NA	47	83	1	0.2
FAROE	1997	1	1996	NA	NA	NA	NA	NA	NA	NA
FAROE	1997	2	1995	0.0348	0.901	NA	200	6455	0	0.2
FAROE	1997	3	1994	0.1488	1.341	NA	1278	10215	0.64	0.2
FAROE	1997	4	1993	0.4123	1.958	NA	6710	21952	0.91	0.2
FAROE	1997	5	1992	0.8347	3.012	NA	3731	7285	0.97	0.2
FAROE	1997	6	1991	1.0392	4.158	NA	657	1124	1	0.2
FAROE	1997	7	1990	1.3947	4.491	NA	639	939	1	0.2
FAROE	1997	8	1989	1.3569	5.312	NA	170	253	1	0.2
FAROE	1997	9	1988	1.0185	6.172	NA	51	88	1	0.2
FAROE	1997	10	1987	1.0185	7.056	NA	120	203	1	0.2
FAROE	1998	1	1997	NA	NA	NA	NA	NA	NA	NA
FAROE	1998	2	1996	0.0887	1.004	NA	455	5927	0	0.2
FAROE	1998	3	1995	0.1759	1.417	NA	745	5104	0.62	0.2
FAROE	1998	4	1994	0.273	1.802	NA	1558	7207	0.9	0.2
FAROE	1998	5	1993	0.6489	2.28	NA	5140	11902	0.99	0.2
FAROE	1998	6	1992	1.0579	3.478	NA	1529	2589	0.99	0.2
FAROE	1998	7	1991	0.7766	5.433	NA	159	325	1	0.2
FAROE	1998	8	1990	1.153	5.851	NA	118	190	1	0.2
FAROE	1998	9	1989	0.8679	7.97	NA	28	53	1	0.2
FAROE	1998	10	1988	0.8679	8.802	NA	25	47	1	0.2
FAROE	1999	1	1998	NA	NA	NA	NA	NA	NA	NA
FAROE	1999	2	1997	0.0957	1.05	NA	1185	14356	0.02	0.2
FAROE	1999	3	1996	0.2839	1.586	NA	993	4441	0.43	0.2
FAROE	1999	4	1995	0.2903	2.35	NA	799	3505	0.88	0.2
FAROE	1999	5	1994	0.318	2.774	NA	1107	4491	0.98	0.2
FAROE	1999	6	1993	0.6596	3.214	NA	2225	5093	1	0.2
FAROE	1999	7	1992	1.077	5.496	NA	439	736	1	0.2
FAROE	1999	8	1991	0.7596	8.276	NA	59	123	1	0.2
FAROE	1999	9	1990	0.4803	9.129	NA	17	49	1	0.2
FAROE	1999	10	1989	0.4803	10.652	NA	7	20	1	0.2
FAROE	2000	1	1999	NA	NA	NA	NA	NA	NA	NA
FAROE	2000	2	1998	0.1246	1.416	NA	2091	19723	0.02	0.2
FAROE	2000	3	1997	0.3186	2.17	NA	2637	10682	0.39	0.2
FAROE	2000	4	1996	0.3794	3.187	NA	782	2737	0.69	0.2
FAROE	2000	5	1995	0.2476	3.795	NA	426	2146	0.92	0.2
FAROE	2000	6	1994	0.3263	4.048	NA	674	2675	0.99	0.2
FAROE	2000	7	1993	0.5358	4.577	NA	809	2157	1	0.2
FAROE	2000	8	1992	0.8213	8.182	NA	104	205	1	0.2
FAROE	2000	9	1991	0.1801	11.895	NA	7	47	1	0.2
FAROE	2000	10	1990	0.1801	13.009	NA	1	7	1	0.2
FAROE	2001	1	2000	NA	NA	NA	NA	NA	NA	NA
FAROE	2001	2	1999	0.1573	1.164	NA	3912	29695	0.07	0.2
FAROE	2001	3	1998	0.3445	2.076	NA	3759	14256	0.47	0.2
FAROE	2001	4	1997	0.4544	3.053	NA	2101	6359	0.86	0.2
FAROE	2001	5	1996	0.3072	3.976	NA	367	1534	0.94	0.2
FAROE	2001	6	1995	0.3505	4.394	NA	367	1372	1	0.2
FAROE	2001	7	1994	0.6973	4.871	NA	718	1581	1	0.2
FAROE	2001	8	1993	0.6304	5.563	NA	437	1034	1	0.2
FAROE	2001	9	1992	0.7731	7.277	NA	36	74	1	0.2
FAROE	2001	10	1991	0.7731	12.394	NA	6	12	1	0.2
FAROE	2002	1	2001	NA	NA	NA	NA	NA	NA	NA
FAROE	2002	2	2000	0.1903	1.017	NA	2079	13262	0.04	0.2
FAROE	2002	3	1999	0.4902	1.768	NA	7283	20773	0.37	0.2
FAROE	2002	4	1998	0.599	2.805	NA	3372	8270	0.76	0.2
FAROE	2002	5	1997	0.8183	3.529	NA	1671	3306	0.97	0.2
FAROE	2002	6	1996	0.8267	4.095	NA	470	924	0.93	0.2
FAROE	2002	7	1995	1.3647	4.475	NA	533	791	0.97	0.2
FAROE	2002	8	1994	1.2322	4.65	NA	413	644	1	0.2
FAROE	2002	9	1993	1.2448	6.244	NA	290	451	1	0.2
FAROE	2002	10	1992	1.2448	7.457	NA	7	11	1	0.2
FAROE	2003	1	2002	NA	NA	NA	NA	NA	NA	NA
FAROE	2003	2	2001	0.1276	0.82	NA	678	6254	0	0.2
FAROE	2003	3	2000	0.3038	1.362	NA	2128	8977	0.29	0.2
FAROE	2003	4	1999	0.6637	2.127	NA	4572	10417	0.79	0.2
FAROE	2003	5	1998	0.8499	3.329	NA	1927	3720	0.88	0.2
FAROE	2003	6	1997	0.8978	4.092	NA	640	1194	0.98	0.2
FAROE	2003	7	1996	0.8951	4.67	NA	177	331	1	0.2
FAROE	2003	8	1995	0.936	6	NA	91	165	1	0.2
FAROE	2003	9	1994	1.7487	6.727	NA	115	154	1	0.2
FAROE	2003	10	1993	1.7487	6.81	NA	20	26	1	0.2
FAROE	2004	1	2003	NA	NA	NA	NA	NA	NA	NA
FAROE	2004	2	2002	0.0307	1.037	NA	100	3652	0	0.2
FAROE	2004	3	2001	0.1857	1.154	NA	691	4507	0.51	0.2
FAROE	2004	4	2000	0.2975	1.693	NA	1263	5424	0.78	0.2
FAROE	2004	5	1999	0.7544	2.363	NA	2105	4392	0.92	0.2
FAROE	2004	6	1998	0.9803	3.83	NA	736	1302	0.89	0.2
FAROE	2004	7	1997	1.0967	5.191	NA	240	399	0.87	0.2
FAROE	2004	8	1996	1.0477	6.326	NA	65	111	1	0.2
FAROE	2004	9	1995	2.0686	7.656	NA	42	53	1	0.2
FAROE	2004	10	1994	2.0686	9.573	NA	37	45	1	0.2
FAROE	2005	1	2004	NA	NA	NA	NA	NA	NA	NA
FAROE	2005	2	2003	0.0938	0.986	NA	494	6102	0.05	0.2
FAROE	2005	3	2002	0.2558	1.373	NA	592	2899	0.66	0.2
FAROE	2005	4	2001	0.3803	1.76	NA	877	3065	0.9	0.2
FAROE	2005	5	2000	0.4716	2.293	NA	1122	3298	0.93	0.2
FAROE	2005	6	1999	0.7719	3.138	NA	823	1691	0.98	0.2
FAROE	2005	7	1998	0.8295	5.287	NA	204	400	0.92	0.2
FAROE	2005	8	1997	0.5381	8.285	NA	41	109	1	0.2
FAROE	2005	9	1996	1.0815	8.703	NA	19	32	1	0.2
FAROE	2005	10	1995	1.0815	9.517	NA	30	49	1	0.2
FAROE	2006	1	2005	NA	NA	NA	NA	NA	NA	NA
FAROE	2006	2	2004	0.1858	0.839	NA	1182	7706	0.04	0.2
FAROE	2006	3	2003	0.3339	1.304	NA	1168	4549	0.59	0.2
FAROE	2006	4	2002	0.3569	1.988	NA	499	1838	0.8	0.2
FAROE	2006	5	2001	0.6068	2.386	NA	706	1716	0.99	0.2
FAROE	2006	6	2000	0.8182	3.33	NA	852	1685	0.99	0.2
FAROE	2006	7	1999	0.9497	4.691	NA	355	640	1	0.2
FAROE	2006	8	1998	0.9854	7.635	NA	81	143	1	0.2
FAROE	2006	9	1997	0.266	9.524	NA	11	52	1	0.2
FAROE	2006	10	1996	0.266	11.99	NA	3	14	1	0.2
FAROE	2007	1	2006	NA	NA	NA	NA	NA	NA	NA
FAROE	2007	2	2005	0.1218	0.937	NA	540	5207	0	0.2
FAROE	2007	3	2004	0.323	1.324	NA	1308	5239	0.47	0.2
FAROE	2007	4	2003	0.385	1.97	NA	771	2668	0.78	0.2
FAROE	2007	5	2002	0.4366	3.076	NA	337	1053	0.91	0.2
FAROE	2007	6	2001	0.5883	3.529	NA	308	766	0.99	0.2
FAROE	2007	7	2000	0.6845	4.71	NA	273	609	0.97	0.2
FAROE	2007	8	1999	0.6856	6.464	NA	91	203	1	0.2
FAROE	2007	9	1998	0.7585	9.461	NA	21	44	1	0.2
FAROE	2007	10	1997	0.7585	9.509	NA	3	6	1	0.2
FAROE	2008	1	2007	NA	NA	NA	NA	NA	NA	NA
FAROE	2008	2	2006	0.0466	1.209	NA	293	7117	0.1	0.2
FAROE	2008	3	2005	0.258	1.478	NA	776	3774	0.78	0.2
FAROE	2008	4	2004	0.3347	2.104	NA	799	3106	0.91	0.2
FAROE	2008	5	2003	0.3955	2.714	NA	439	1486	0.9	0.2
FAROE	2008	6	2002	0.4764	3.804	NA	191	558	0.95	0.2
FAROE	2008	7	2001	0.7095	4.669	NA	160	348	1	0.2
FAROE	2008	8	2000	1.2011	5.915	NA	159	251	1	0.2
FAROE	2008	9	1999	1.4558	7.233	NA	58	84	1	0.2
FAROE	2008	10	1998	1.4558	9.559	NA	20	28	1	0.2
FAROE	2009	1	2008	NA	NA	NA	NA	NA	NA	NA
FAROE	2009	2	2007	0.1039	0.805	NA	875	9801	0.09	0.2
FAROE	2009	3	2006	0.5993	1.431	NA	2267	5561	0.61	0.2
FAROE	2009	4	2005	0.5106	2.287	NA	863	2388	0.81	0.2
FAROE	2009	5	2004	0.4718	2.723	NA	619	1820	0.96	0.2
FAROE	2009	6	2003	0.5122	3.435	NA	297	820	0.94	0.2
FAROE	2009	7	2002	0.403	5.081	NA	85	284	0.96	0.2
FAROE	2009	8	2001	0.5687	6.281	NA	55	140	1	0.2
FAROE	2009	9	2000	1.4594	8.312	NA	43	62	1	0.2
FAROE	2009	10	1999	1.4594	9.959	NA	17	24	1	0.2
FAROE	2010	1	2009	NA	NA	NA	NA	NA	NA	NA
FAROE	2010	2	2008	0.1639	1.049	NA	2113	15453	0.08	0.2
FAROE	2010	3	2007	0.3724	1.642	NA	2034	7233	0.61	0.2
FAROE	2010	4	2006	0.4792	2.4	NA	861	2502	0.77	0.2
FAROE	2010	5	2005	0.5821	3.212	NA	468	1174	0.94	0.2
FAROE	2010	6	2004	0.8492	3.678	NA	481	930	0.97	0.2
FAROE	2010	7	2003	0.6727	4.774	NA	178	402	1	0.2
FAROE	2010	8	2002	0.5338	5.973	NA	58	155	1	0.2
FAROE	2010	9	2001	0.824	7.094	NA	33	65	1	0.2
FAROE	2010	10	2000	0.824	9.8	NA	38	74	1	0.2
FAROE	2011	1	2010	NA	NA	NA	NA	NA	NA	NA
FAROE	2011	2	2009	0.0879	0.815	NA	335	4400	0.06	0.2
FAROE	2011	3	2008	0.2831	1.367	NA	2394	10740	0.51	0.2
FAROE	2011	4	2007	0.4177	2.413	NA	1260	4081	0.69	0.2
FAROE	2011	5	2006	0.3935	3.493	NA	373	1269	0.84	0.2
FAROE	2011	6	2005	0.5038	4.525	NA	192	538	0.93	0.2
FAROE	2011	7	2004	0.5706	5.076	NA	128	326	0.98	0.2
FAROE	2011	8	2003	0.4091	6.631	NA	51	168	1	0.2
FAROE	2011	9	2002	0.3525	6.863	NA	20	75	1	0.2
FAROE	2011	10	2001	0.3525	10.089	NA	2	7	1	0.2
FAROE	2012	1	2011	NA	NA	NA	NA	NA	NA	NA
FAROE	2012	2	2010	NA	NA	NA	NA	66	NA	0.2
FAROE	2012	3	2009	NA	NA	NA	NA	3299	NA	0.2
FAROE	2012	4	2008	NA	NA	NA	NA	6627	NA	0.2
FAROE	2012	5	2007	NA	NA	NA	NA	2202	NA	0.2
FAROE	2012	6	2006	NA	NA	NA	NA	702	NA	0.2
FAROE	2012	7	2005	NA	NA	NA	NA	267	NA	0.2
FAROE	2012	8	2004	NA	NA	NA	NA	151	NA	0.2
FAROE	2012	9	2003	NA	NA	NA	NA	92	NA	0.2
FAROE	2012	10	2002	NA	NA	NA	NA	47	NA	0.2
ICELAND	1955	1	1954	NA	NA	NA	NA	NA	NA	NA
ICELAND	1955	2	1953	NA	NA	NA	NA	NA	NA	NA
ICELAND	1955	3	1952	0.04	0.827	NA	4.79	152	0.019	0.2
ICELAND	1955	4	1951	0.17	1.307	NA	25.164	218	0.022	0.2
ICELAND	1955	5	1950	0.25	2.157	NA	46.566	212	0.033	0.2
ICELAND	1955	6	1949	0.27	3.617	NA	28.287	115	0.181	0.2
ICELAND	1955	7	1948	0.3	4.638	NA	10.541	36	0.577	0.2
ICELAND	1955	8	1947	0.3	5.657	NA	5.224	25	0.782	0.2
ICELAND	1955	9	1946	0.28	6.635	NA	2.467	13	0.834	0.2
ICELAND	1955	10	1945	0.32	6.168	NA	25.182	87	0.96	0.2
ICELAND	1955	11	1944	0.32	8.746	NA	2.101	9.2	1	0.2
ICELAND	1955	12	1943	0.31	8.829	NA	1.202	7.8	1	0.2
ICELAND	1955	13	1942	0.32	10.086	NA	1.668	8.1	1	0.2
ICELAND	1955	14	1941	0.32	14.584	NA	0.665	2.6	1	0.2
ICELAND	1956	1	1955	NA	NA	NA	NA	NA	NA	NA
ICELAND	1956	2	1954	NA	NA	NA	NA	NA	NA	NA
ICELAND	1956	3	1953	0.05	1.08	NA	6.709	153	0.019	0.2
ICELAND	1956	4	1952	0.18	1.6	NA	17.265	120	0.025	0.2
ICELAND	1956	5	1951	0.25	2.19	NA	31.03	150	0.033	0.2
ICELAND	1956	6	1950	0.26	3.28	NA	27.793	135	0.111	0.2
ICELAND	1956	7	1949	0.29	4.65	NA	14.389	72	0.577	0.2
ICELAND	1956	8	1948	0.3	5.63	NA	4.261	22	0.782	0.2
ICELAND	1956	9	1947	0.3	6.18	NA	3.429	15	0.818	0.2
ICELAND	1956	10	1946	0.34	6.97	NA	2.128	8	0.98	0.2
ICELAND	1956	11	1945	0.36	6.83	NA	16.82	51.7	0.98	0.2
ICELAND	1956	12	1944	0.34	9.29	NA	1.552	5.4	1	0.2
ICELAND	1956	13	1943	0.33	10.965	NA	1.522	4.7	1	0.2
ICELAND	1956	14	1942	0.33	12.954	NA	1.545	4.8	1	0.2
ICELAND	1957	1	1956	NA	NA	NA	NA	NA	NA	NA
ICELAND	1957	2	1955	NA	NA	NA	NA	NA	NA	NA
ICELAND	1957	3	1954	0.08	1.14	NA	13.24	171	0.019	0.2
ICELAND	1957	4	1953	0.21	1.71	NA	21.278	119	0.026	0.2
ICELAND	1957	5	1952	0.27	2.52	NA	17.515	82	0.043	0.2
ICELAND	1957	6	1951	0.27	3.2	NA	24.569	96	0.1	0.2
ICELAND	1957	7	1950	0.3	4.56	NA	17.634	85	0.549	0.2
ICELAND	1957	8	1949	0.33	5.96	NA	12.296	44	0.801	0.2
ICELAND	1957	9	1948	0.33	7.17	NA	3.568	13	0.842	0.2
ICELAND	1957	10	1947	0.36	7.26	NA	2.169	9	0.99	0.2
ICELAND	1957	11	1946	0.36	8.3	NA	1.171	4.6	1	0.2
ICELAND	1957	12	1945	0.33	8.29	NA	6.822	29.6	1	0.2
ICELAND	1957	13	1944	0.3	10.35	NA	0.512	3.2	1	0.2
ICELAND	1957	14	1943	0.3	13.174	NA	1.089	2.7	1	0.2
ICELAND	1958	1	1957	NA	NA	NA	NA	NA	NA	NA
ICELAND	1958	2	1956	NA	NA	NA	NA	NA	NA	NA
ICELAND	1958	3	1955	0.11	1.21	NA	25.237	221	0.019	0.2
ICELAND	1958	4	1954	0.25	1.81	NA	30.742	129	0.028	0.2
ICELAND	1958	5	1953	0.3	3.12	NA	14.298	79	0.086	0.2
ICELAND	1958	6	1952	0.29	4.51	NA	10.859	51	0.52	0.2
ICELAND	1958	7	1951	0.32	5	NA	15.997	60	0.682	0.2
ICELAND	1958	8	1950	0.37	5.94	NA	15.822	52	0.801	0.2
ICELAND	1958	9	1949	0.4	6.64	NA	12.021	35	0.834	0.2
ICELAND	1958	10	1948	0.44	8.29	NA	2.003	8	1	0.2
ICELAND	1958	11	1947	0.44	8.51	NA	2.125	5.1	1	0.2
ICELAND	1958	12	1946	0.39	8.84	NA	0.771	2.6	1	0.2
ICELAND	1958	13	1945	0.33	9.36	NA	3.508	17.4	1	0.2
ICELAND	1958	14	1944	0.33	13.097	NA	0.723	1.9	1	0.2
ICELAND	1959	1	1958	NA	NA	NA	NA	NA	NA	NA
ICELAND	1959	2	1957	NA	NA	NA	NA	NA	NA	NA
ICELAND	1959	3	1956	0.09	1.11	NA	18.394	289	0.019	0.2
ICELAND	1959	4	1955	0.23	1.95	NA	37.65	161	0.029	0.2
ICELAND	1959	5	1954	0.28	2.93	NA	23.901	82	0.07	0.2
ICELAND	1959	6	1953	0.26	4.52	NA	7.682	48	0.535	0.2
ICELAND	1959	7	1952	0.3	5.52	NA	5.883	31	0.772	0.2
ICELAND	1959	8	1951	0.34	6.17	NA	8.791	35	0.818	0.2
ICELAND	1959	9	1950	0.35	6.61	NA	13.003	52	0.834	0.2
ICELAND	1959	10	1949	0.4	7.13	NA	7.683	19	0.99	0.2
ICELAND	1959	11	1948	0.38	8.51	NA	0.914	4.1	1	0.2
ICELAND	1959	12	1947	0.32	8.67	NA	0.99	2.7	1	0.2
ICELAND	1959	13	1946	0.23	9.98	NA	0.218	1.5	1	0.2
ICELAND	1959	14	1945	0.23	11.276	NA	1.287	10.3	1	0.2
ICELAND	1960	1	1959	NA	NA	NA	NA	NA	NA	NA
ICELAND	1960	2	1958	NA	NA	NA	NA	NA	NA	NA
ICELAND	1960	3	1957	0.1	1.06	NA	14.83	154	0.019	0.2
ICELAND	1960	4	1956	0.23	1.72	NA	28.642	216	0.026	0.2
ICELAND	1960	5	1955	0.29	2.92	NA	27.968	105	0.066	0.2
ICELAND	1960	6	1954	0.29	4.64	NA	14.12	51	0.577	0.2
ICELAND	1960	7	1953	0.34	5.66	NA	8.387	30	0.782	0.2
ICELAND	1960	8	1952	0.4	6.55	NA	6.089	19	0.826	0.2
ICELAND	1960	9	1951	0.43	6.91	NA	6.393	21	0.834	0.2
ICELAND	1960	10	1950	0.48	7.14	NA	11.6	37	0.99	0.2
ICELAND	1960	11	1949	0.48	7.97	NA	3.526	10.6	1	0.2
ICELAND	1960	12	1948	0.39	10.24	NA	0.692	2.3	1	0.2
ICELAND	1960	13	1947	0.27	10.1	NA	0.183	1.6	1	0.2
ICELAND	1960	14	1946	0.27	12.871	NA	0.51	1	1	0.2
ICELAND	1961	1	1960	NA	NA	NA	NA	NA	NA	NA
ICELAND	1961	2	1959	NA	NA	NA	NA	NA	NA	NA
ICELAND	1961	3	1958	0.09	1.02	NA	16.507	193	0.019	0.2
ICELAND	1961	4	1957	0.23	1.67	NA	21.808	114	0.025	0.2
ICELAND	1961	5	1956	0.26	2.7	NA	19.488	140	0.053	0.2
ICELAND	1961	6	1955	0.26	4.33	NA	15.034	64	0.45	0.2
ICELAND	1961	7	1954	0.33	5.53	NA	7.9	31	0.772	0.2
ICELAND	1961	8	1953	0.4	6.31	NA	6.925	18	0.818	0.2
ICELAND	1961	9	1952	0.42	6.93	NA	3.969	10	0.834	0.2
ICELAND	1961	10	1951	0.46	7.31	NA	3.211	11	0.99	0.2
ICELAND	1961	11	1950	0.44	7.5	NA	6.756	19.1	0.99	0.2
ICELAND	1961	12	1949	0.35	8.51	NA	1.202	5.4	1	0.2
ICELAND	1961	13	1948	0.23	9.84	NA	0.089	1.3	1	0.2
ICELAND	1961	14	1947	0.23	14.55	NA	0.425	1	1	0.2
ICELAND	1962	1	1961	NA	NA	NA	NA	NA	NA	NA
ICELAND	1962	2	1960	NA	NA	NA	NA	NA	NA	NA
ICELAND	1962	3	1959	0.11	0.99	NA	13.514	129	0.019	0.2
ICELAND	1962	4	1958	0.25	1.61	NA	28.526	144	0.025	0.2
ICELAND	1962	5	1957	0.28	2.61	NA	18.924	75	0.048	0.2
ICELAND	1962	6	1956	0.26	3.9	NA	14.65	89	0.281	0.2
ICELAND	1962	7	1955	0.35	5.72	NA	12.045	40	0.791	0.2
ICELAND	1962	8	1954	0.42	6.66	NA	4.276	18	0.834	0.2
ICELAND	1962	9	1953	0.47	6.75	NA	8.809	24	0.834	0.2
ICELAND	1962	10	1952	0.51	7.06	NA	2.664	6	0.99	0.2
ICELAND	1962	11	1951	0.49	7.54	NA	1.883	5.7	0.99	0.2
ICELAND	1962	12	1950	0.38	8.28	NA	2.988	10	1	0.2
ICELAND	1962	13	1949	0.24	10.9	NA	0.405	3.1	1	0.2
ICELAND	1962	14	1948	0.24	12.826	NA	0.324	0.8	1	0.2
ICELAND	1963	1	1962	NA	NA	NA	NA	NA	NA	NA
ICELAND	1963	2	1961	NA	NA	NA	NA	NA	NA	NA
ICELAND	1963	3	1960	0.13	1.25	NA	18.507	178	0.019	0.2
ICELAND	1963	4	1959	0.28	1.65	NA	28.466	94	0.025	0.2
ICELAND	1963	5	1958	0.33	2.64	NA	19.664	92	0.048	0.2
ICELAND	1963	6	1957	0.31	3.8	NA	11.314	46	0.237	0.2
ICELAND	1963	7	1956	0.38	5.11	NA	15.682	56	0.706	0.2
ICELAND	1963	8	1955	0.49	6.92	NA	7.704	23	0.834	0.2
ICELAND	1963	9	1954	0.59	7.84	NA	2.724	10	0.849	0.2
