"","F.halfmax","Northsea","Coas","W_Baltic","Faroe","NE_Arctic","Celtic","Iceland","Kat","W_Scotland","NGulf","GB","GM","3NO","3M","2J3KL","3Ps"
"24",0.23,0.741056292101806,0.73326533415011,0.62428901671218,0.667830207630018,0.731963691685726,0.78925971217084,0.712490802573949,0.627595542113659,0.705226645354831,0.539684208324322,0.623185358341311,0.610146108332108,0.620888041370723,0.734415304770067,0.491151065014489,0.610326569669222
"25",0.24,0.732827761420006,0.724605037781123,0.613464554129098,0.657949160389785,0.723183548817247,0.782243953322328,0.70375383464049,0.616555762859119,0.695824631423281,0.527885522219371,0.612393172634607,0.599196847250798,0.609949606314135,0.725297522856001,0.479835687704102,0.599770345436736
"26",0.25,0.724787035555876,0.716133267808653,0.602955489295372,0.648336850201758,0.714590853455702,0.775365010298744,0.695239682806199,0.605826857383653,0.686640454381251,0.5165229318903,0.60192080288117,0.588583614118466,0.599338371937432,0.716346672423289,0.469014203846437,0.589562559515097
"27",0.26,0.716928208044539,0.707844673751146,0.592749599311667,0.638983536062904,0.706180560660767,0.768618999102373,0.686940405629758,0.595398078618831,0.677667780059688,0.505576284085314,0.591755810423588,0.578292747883577,0.589042308427348,0.707559133516821,0.458658132775645,0.579688103335913
"28",0.27,0.709245594420866,0.699734079539452,0.582835225081969,0.629879894044539,0.697947778123841,0.762002174815776,0.678848401505176,0.585259095806556,0.668900482632045,0.495026476770325,0.581886328070763,0.568311248556917,0.579049878333893,0.698931371881505,0.448740916166262,0.570132628069359
"29",0.28,0.701733722897117,0.69179647734692,0.573201242186889,0.62101699742653,0.689887761226296,0.755510925751797,0.67095639240918,0.575399977185305,0.660332637217746,0.484855400057628,0.572301030765114,0.558626741264927,0.569350015075351,0.690459936827506,0.439237774768066,0.56088250277987
"30",0.29,0.694387325461935,0.684027021649478,0.563837033382399,0.612386297848561,0.681995908264726,0.749141767879882,0.663257408484347,0.565811173431399,0.6519585127619,0.475045880622278,0.562989107876146,0.549227442423769,0.559932102422191,0.682141459150374,0.430125576550927,0.551924775029453
"31",0.3,0.687201329380642,0.676421023506812,0.554732462628205,0.603979607423645,0.674267755837391,0.742891339514517,0.655744773412813,0.55648350182128,0.643772565180559,0.465581629392988,0.553940237025079,0.540102127901426,0.550785954913989,0.673972649104608,0.421382715307612,0.543247133779319
"32",0.31,0.680170849077791,0.668973945056125,0.545877850555844,0.595789081762181,0.666698974386254,0.736756396252342,0.648412090537911,0.547408131082319,0.635769430761264,0.456447192317729,0.545144559351046,0.531240103043845,0.541901799165656,0.665950294429269,0.412988998844657,0.534837874449927
"33",0.32,0.673291178383862,0.66168139421028,0.537263951292096,0.587807203857718,0.659285363889207,0.730733806145247,0.641253229693497,0.538576566901188,0.627943919809031,0.447627904016719,0.536592656134827,0.522631174449173,0.533270256021346,0.658071258424256,0.404925545966355,0.526685866008323
"34",0.33,0.666557783128874,0.654539119552452,0.528881930558448,0.580026768788297,0.652022849697275,0.724820545097443,0.634262314702938,0.529980638060258,0.6202910105283,0.439109844147201,0.528275526701172,0.5142656233817,0.524882323516435,0.65033247807595,0.397174691525163,0.518780519959863
"35",0.34,0.659966294066542,0.647543005419744,0.520723344972194,0.572440869189836,0.644907478511772,0.719013692475153,0.627433711511884,0.521612483173838,0.612805843131779,0.430879796315389,0.520184567525589,0.506134180724158,0.516729360609819,0.642730962230891,0.389719898874106,0.51111176112911
"36",0.35,0.653512500113409,0.64068906716849,0.512780122479264,0.565042881460419,0.637935414496553,0.713310426918185,0.620762016920924,0.513464537997377,0.605483714167421,0.422925209381203,0.512311552475938,0.498228003373559,0.508803071650617,0.635263789816268,0.382545679113538,0.503670000121888
"37",0.36,0.647192341888131,0.633973446614288,0.50504454385313,0.557826452656636,0.631102935520702,0.707708022343221,0.614242047886124,0.505529523283976,0.598320071055188,0.415234161011046,0.504648614123378,0.490538651991922,0.501095491545046,0.627928108105972,0.375637516576395,0.496446107367217
