"","Age","mat1","growth","Vul1","M_G","M_P","FISH","SURVM_G","SURVM_P","SurvshipM_G","SurvshipM_P","egg_productionM_G","egg_productionM_P","codNames"
"146",8,0.999957245784324,3.21179418605286,0.999957245784324,0.489,0.142,0,0.613239326993927,0.867621256485914,0.0326144446930643,0.370093352911961,0.104750883846527,1.18866367917945,"cod3M"
"147",1,0.000106208521298276,0.0539503324073525,0.000106208521298276,0.307,0.014,0,0.735650600907253,0.986097544262862,1,1,0.0539503324073525,0.0539503324073525,"cod2J3KL"
"148",2,0.000668370034795417,0.306462225250545,0.000668370034795417,0.307,0.014,0,0.735650600907253,0.986097544262862,0.735650600907253,0.986097544262862,0.225449120160937,0.302201647728894,"cod2J3KL"
"149",3,0.00419357205251262,0.745206683615755,0.00419357205251262,0.307,0.014,0,0.735650600907253,0.986097544262862,0.541181806615203,0.972388366801247,0.403292299340898,0.724630310010498,"cod2J3KL"
"150",4,0.0258312385246641,1.29110191768929,0.0258312385246641,0.307,0.014,0,0.735650600907253,0.986097544262862,0.398120721236547,0.958869780572485,0.514014426660349,1.23799861251144,"cod2J3KL"
"151",5,0.143072723480081,1.86928248684119,0.143072723480081,0.307,0.014,0,0.735650600907253,0.986097544262862,0.292877747811295,0.945539135890396,0.547471244769144,1.76747974734287,"cod2J3KL"
"152",6,0.512497396484211,2.4275331724355,0.512497396484211,0.307,0.014,0,0.735650600907253,0.986097544262862,0.215455691169742,0.932393819905948,0.523025837504568,2.26341692759555,"cod2J3KL"
"153",7,0.868755530561477,2.93584711386037,0.868755530561477,0.307,0.014,0,0.735650600907253,0.986097544262862,0.158500108677908,0.919431256095125,0.465332086608592,2.69930959959989,"cod2J3KL"
"154",8,0.97656933232633,3.38077308117205,0.97656933232633,0.307,0.014,0,0.735650600907253,0.986097544262862,0.116600700192768,0.906648903753921,0.394200508457523,3.0651742078854,"cod2J3KL"
"155",9,0.996203984211293,3.75957949644175,0.996203984211293,0.307,0.014,0,0.735650600907253,0.986097544262862,0.0857773751630164,0.894044257500357,0.322486860921469,3.36123045940983,"cod2J3KL"
"156",10,0.999395195315536,4.07571240901309,0.999395195315536,0.307,0.014,0,0.735650600907253,0.986097544262862,0.0631021775829199,0.881614846783416,0.257186328210455,3.59320857100534,"cod2J3KL"
"157",11,0.9999038975845,4.33568788709736,0.9999038975845,0.307,0.014,0,0.735650600907253,0.986097544262862,0.0464211548574313,0.869358235398806,0.201267638820436,3.76926597076694,"cod2J3KL"
"158",12,0.999984736027793,4.54714331465554,0.999984736027793,0.307,0.014,0,0.735650600907253,0.986097544262862,0.034149750465678,0.857272021011457,0.155283809527162,3.89813873918349,"cod2J3KL"
"159",13,0.999997575784096,4.71771032463853,0.999997575784096,0.307,0.014,0,0.735650600907253,0.986097544262862,0.0251222844509087,0.845353834684659,0.118519660732558,3.98813451386459,"cod2J3KL"
"160",14,0.999999614991485,4.85442628429545,0.999999614991485,0.307,0.014,0,0.735650600907253,0.986097544262862,0.018481223652474,0.833601340415735,0.0897157378645125,4.04665625753807,"cod2J3KL"
"161",15,0.999999938853919,4.96347789258961,0.999999938853919,0.307,0.014,0,0.735650600907253,0.986097544262862,0.0135957232854438,0.822012234678186,0.0674820719610662,4.08003955426336,"cod2J3KL"
"162",16,0.999999990288936,5.0501375889224,0.999999990288936,0.307,0.014,0,0.735650600907253,0.986097544262862,0.0100017020047055,0.810584245970187,0.0505099712471637,4.09356196956236,"cod2J3KL"
"163",17,0.999999998457714,5.11880370973772,0.999999998457714,0.307,0.014,0,0.735650600907253,0.986097544262862,0.00735775808985687,0.799315134369365,0.037662919405712,4.09153727505941,"cod2J3KL"
"164",1,0.000457169072580471,0.0393671797985013,0.000457169072580471,0.273,0.13,0,0.761092787628934,0.878095430920561,1,1,0.0393671797985013,0.0393671797985013,"cod3Ps"
"165",2,0.0020868718589552,0.246706281605966,0.0020868718589552,0.273,0.13,0,0.761092787628934,0.878095430920561,0.761092787628934,0.878095430920561,0.187766371593054,0.2166316586576,"cod3Ps"
"166",3,0.00947104358194611,0.656944817568696,0.00947104358194611,0.273,0.13,0,0.761092787628934,0.878095430920561,0.579262231380782,0.771051585803566,0.380543320918884,0.506538343371778,"cod3Ps"
"167",4,0.0418866070577927,1.23741873067546,0.0418866070577927,0.273,0.13,0,0.761092787628934,0.878095430920561,0.440872306449756,0.677056874498165,0.545543649837018,0.837802858236611,"cod3Ps"
"168",5,0.166588613575459,1.93412338577401,0.166588613575459,0.273,0.13,0,0.761092787628934,0.878095430920561,0.335544732704243,0.594520547970194,0.648984914496564,1.14987609515233,"cod3Ps"
"169",6,0.4775151752082,2.69334710901622,0.4775151752082,0.273,0.13,0,0.761092787628934,0.878095430920561,0.255380675988078,0.522045776761016,0.687828805371096,1.40605048361341,"cod3Ps"
"170",7,0.806901315766784,3.47038435708218,0.806901315766784,0.273,0.13,0,0.761092787628934,0.878095430920561,0.194368390594328,0.458406011305223,0.674533022229794,1.59084505082608,"cod3Ps"
"171",8,0.950263488441443,4.23180131843308,0.950263488441443,0.273,0.13,0,0.761092787628934,0.878095430920561,0.147932380224386,0.402524224033636,0.626020441672501,1.70340254196679,"cod3Ps"
"172",9,0.988682242098908,4.95475073969559,0.988682242098908,0.273,0.13,0,0.761092787628934,0.878095430920561,0.112590267645562,0.35345468195878,0.557856711899371,1.75127984688413,"cod3Ps"
"173",10,0.997502588628866,5.62516003611815,0.997502588628866,0.273,0.13,0,0.761092787628934,0.878095430920561,0.0856916406622483,0.310366941265485,0.482029192482676,1.74586371453883,"cod3Ps"
"174",11,0.999452718592235,6.23569336535145,0.999452718592235,0.273,0.13,0,0.761092787628934,0.878095430920561,0.0652192896681275,0.272531793034013,0.406687491876477,1.69942469366953,"cod3Ps"
"175",12,0.999880251848165,6.78389132390906,0.999880251848165,0.273,0.13,0,0.761092787628934,0.878095430920561,0.0496379309806941,0.239308922243755,0.336738329316728,1.62344572134343,"cod3Ps"
"176",13,0.999973807205213,7.2706341572532,0.999973807205213,0.273,0.13,0,0.761092787628934,0.878095430920561,0.0377790712622291,0.210136071200765,0.274677805948466,1.52782249694327,"cod3Ps"
"177",14,0.999994271207193,7.69894836827361,0.999994271207193,0.273,0.13,0,0.761092787628934,0.878095430920561,0.0287533786610021,0.184519523992989,0.221370777724476,1.42060628816045,"cod3Ps"
