"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.110791619689385,0.00342127352969365,32.3831516912666,0.000952228346190242
"2","ddst$k",0.00795380576286368,0.00492537314858613,1.61486358960374,0.247702243042568
