"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.60429424201585,0.0610695428600563,9.89518201242505,5.73893849704079e-08
"2","dd$mode_age",0.0365343247548782,0.0100557706466066,3.63317005118916,0.00245302596182891
