"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.796048756269193,0.0722457068070345,11.0186306072887,1.37461934385506e-08
"2","dd$mode_age",0.024516629884118,0.0118960487311703,2.06090530041953,0.0570924373516869
