"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0,0,NA,NA
"2","(Intercept)",0.995131223478363,0.0521526297129676,19.0811322258392,6.23019596519872e-12
"3","dd$cvs_mode",-0.402327423612922,0.119929849197532,-3.35468964819812,0.00434335550785899
"4","(Intercept)",1.00206805180019,0.0625043371121682,16.0319763091306,7.56180565443447e-11
"5","dd$cvs_mode",-0.520269329447834,0.14373456842561,-3.61965347060613,0.00252195216736805
"6","(Intercept)",1.00208827511163,0.0651075691935124,15.3912715145796,1.34888641146544e-10
"7","dd$cvs_mode",-0.56970507449297,0.149720944043869,-3.80511275914774,0.0017251030236334
"8","(Intercept)",1.00187861816632,0.0661030400872355,15.1563168175646,1.67682197416154e-10
"9","dd$cvs_mode",-0.593371975628934,0.152010122457725,-3.90350304331842,0.00141111052238265
