"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.76728353203224,0.0228314938080564,33.6063657718923,0.000884261177397182
"2","ddme$k",0.297740587037492,0.0328689377123206,9.05841830494834,0.011968604145849
