"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.905581087914686,0.0339490117606186,26.6747407641825,2.10418978724264e-13
"2","dd$cvs_mode",-0.285624768068332,0.0770505306125862,-3.70697989744506,0.00234469610994419
"3","(Intercept)",0.962847529475772,0.0178054927478258,54.0758710310526,1.17047342940687e-17
"4","dd$cvs_mode",-0.157797579690796,0.0404112695153615,-3.90479145008827,0.00158672137063666
"5","(Intercept)",0.988933252287423,0.00639235965525773,154.705508704289,4.88963055531748e-24
"6","dd$cvs_mode",-0.0581289918146753,0.0145080718925505,-4.00666554764752,0.00129896137763246
"7","(Intercept)",0.988933252287423,0.00639235965525773,154.705508704289,4.88963055531748e-24
"8","dd$cvs_mode",-0.0581289918146753,0.0145080718925505,-4.00666554764752,0.00129896137763246
