"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.996873463516504,0.0869499093761034,11.4649166476357,8.04255103915529e-09
"2","dd$mode_age",0.00974363145267623,0.0143172571052797,0.680551545664644,0.506525003786757
