"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",1.00208827511163,0.0651075691935124,15.3912715145796,1.34888641146544e-10
"2","dd$cvs_mode",-0.56970507449297,0.149720944043869,-3.80511275914774,0.0017251030236334
