"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.0795614003929919,0.00584933681423394,13.6017813505601,0.00536172583422221
"2","ddst$k",0.0365984279375514,0.00842088954063956,4.34614748963585,0.0490763336275922
