"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.70057125390299,0.0602971615613939,11.6186439918847,6.71269167573356e-09
"2","df4.sub$mode_age",-0.0501304264195292,0.00992858958666524,-5.04909846277237,0.000144018136754859
