"V1" "V2" "V3" "V4" "V5"
"1" 0 0.000267668367051656 0.000669170917629141 0.0107067346820663 0.00133834183525828
"2" 0 0.00428820436570707 0.0107205109142677 0.171528174628283 0.0214410218285354
"3" 0 0.0249950867521204 0.0624877168803011 0.999803470084818 0.124975433760602
"4" 0 0.0628137114793098 0.157034278698274 2.51254845917239 0.314068557396549
"5" 0 0.0694993300927876 0.173748325231969 2.77997320371151 0.347496650463938
"6" 0 0.0512075818481304 0.128018954620326 2.04830327392521 0.256037909240652
"7" 0 0.032659811006656 0.08164952751664 1.30639244026624 0.16329905503328
"8" 0 0.0195235083782696 0.0488087709456741 0.780940335130785 0.0976175418913482
"9" 0 0.0112188979949438 0.0280472449873595 0.448755919797752 0.056094489974719
"10" 0 0.0062695234938402 0.0156738087346005 0.250780939753608 0.031347617469201
