"V1" "V2" "V3" "V4" "V5"
"1" 0 3.26577247318103e-05 8.16443118295258e-05 0.00130630898927241 0.000163288623659052
"2" 0 0.000346362492998043 0.000865906232495108 0.0138544997199217 0.00173181246499022
"3" 0 0.00154092298334061 0.00385230745835153 0.0616369193336245 0.00770461491670306
"4" 0 0.00471648617598104 0.0117912154399526 0.188659447039242 0.0235824308799052
"5" 0 0.0112509636931652 0.028127409232913 0.450038547726609 0.0562548184658261
"6" 0 0.02099620135988 0.0524905033997 0.8398480543952 0.1049810067994
"7" 0 0.0293409199901622 0.0733522999754054 1.17363679960649 0.146704599950811
"8" 0 0.0306511499974024 0.076627874993506 1.2260459998961 0.153255749987012
"9" 0 0.0258421342796303 0.0646053356990758 1.03368537118521 0.129210671398152
"10" 0 0.0192547628290118 0.0481369070725295 0.770190513160472 0.096273814145059
"11" 0 0.0134355354125973 0.0335888385314932 0.537421416503891 0.0671776770629863
"12" 0 0.0090354610261753 0.0225886525654382 0.361418441047012 0.0451773051308765
"13" 0 0.00593560840212358 0.0148390210053089 0.237424336084943 0.0296780420106179
"14" 0 0.00383449215446815 0.00958623038617037 0.153379686178726 0.0191724607723407
