"V1" "V2" "V3" "V4" "V5"
"1" 0 3.5994914157179e-06 8.99872853929475e-06 0.000143979656628716 1.79974570785895e-05
"2" 0 7.36575610738989e-05 0.000184143902684747 0.00294630244295596 0.000368287805369494
"3" 0 0.000636765343945232 0.00159191335986308 0.0254706137578093 0.00318382671972616
"4" 0 0.00379451181621844 0.00948627954054611 0.151780472648738 0.0189725590810922
"5" 0 0.0168734884987417 0.0421837212468542 0.674939539949668 0.0843674424937085
"6" 0 0.0481799387594652 0.120449846898663 1.92719755037861 0.240899693797326
"7" 0 0.0750405636965691 0.187601409241423 3.00162254786276 0.375202818482845
"8" 0 0.0770865746205801 0.19271643655145 3.0834629848232 0.385432873102901
"9" 0 0.0671737090875787 0.167934272718947 2.68694836350315 0.335868545437894
"10" 0 0.055040332242771 0.137600830606927 2.20161328971084 0.275201661213855
"11" 0 0.043731108490858 0.109327771227145 1.74924433963432 0.21865554245429
"12" 0 0.0340472235917767 0.0851180589794419 1.36188894367107 0.170236117958884
"13" 0 0.026105204236456 0.06526301059114 1.04420816945824 0.13052602118228
"14" 0 0.0197745425713466 0.0494363564283664 0.790981702853863 0.0988727128567329
