"V1" "V2" "V3" "V4" "V5"
"1" 0 1.7253861658022e-05 4.31346541450549e-05 0.000690154466320879 8.62693082901099e-05
"2" 0 0.000362326373794983 0.000905815934487456 0.0144930549517993 0.00181163186897491
"3" 0 0.00316389898202964 0.0079097474550741 0.126555959281186 0.0158194949101482
"4" 0 0.0179989877024607 0.0449974692561516 0.719959508098426 0.0899949385123033
"5" 0 0.0657569801432408 0.164392450358102 2.63027920572963 0.328784900716204
"6" 0 0.133758328749245 0.334395821873113 5.35033314996981 0.668791643746226
"7" 0 0.169755646297035 0.424389115742588 6.7902258518814 0.848778231485175
"8" 0 0.17316174010944 0.432904350273601 6.92646960437762 0.865808700547202
"9" 0 0.161915352820405 0.404788382051012 6.47661411281618 0.809576764102023
"10" 0 0.145069426022036 0.36267356505509 5.80277704088144 0.72534713011018
"11" 0 0.12649377376574 0.316234434414351 5.05975095062962 0.632468868828702
"12" 0 0.108112129110864 0.27028032277716 4.32448516443456 0.54056064555432
"13" 0 0.0909640408086691 0.227410102021673 3.63856163234676 0.454820204043345
