"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"1" 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026 0.0001397961792026
"2" 0.00148520305195533 0.00148435523526848 0.00148350790255124 0.00148266105352734 0.00148181468792065 0.00148096880545524 0.00148012340585529 0.00147927848884518 0.00147843405414941 0.00147759010149266 0.00147674663059976 0.00147590364119571 0.00147506113300565 0.00147421910575487 0.00147337755916885 0.00147253649297319
"3" 0.00662744921036615 0.00661353478402165 0.00659964957121834 0.00658579351062196 0.00657196654102704 0.00655816860135658 0.00654439963066184 0.00653065956812204 0.00651694835304407 0.00650326592486227 0.00648961222313813 0.00647598718756004 0.006462390757943 0.00644882287422839 0.00643528347648365 0.00642177250490209
"4" 0.0204128439676275 0.0202872388163353 0.0201624065438275 0.0200383423943946 0.01991504164159 0.0197924995880501 0.0196707115653156 0.0195496729336529 0.0194293790818781 0.019309825427181 0.0191910074149504 0.019072920518601 0.0189555602394002 0.0188389221062977 0.0187230016757543 0.0186077945315731
"5" 0.0493551556292348 0.0485342902532154 0.0477270773509236 0.0469332898570642 0.046152704482848 0.0453851016531816 0.0446302654449021 0.0438879835260386 0.0431580470960844 0.0424402508272625 0.0417343928067675 0.0410402744799685 0.0403577005945569 0.0396864791456227 0.0390264213216441 0.0383773414513761
"6" 0.0945019553027077 0.0905270700171415 0.0867193740027688 0.0830718350434638 0.0795777167080119 0.076230565908979 0.0730242009848735 0.0699527002835893 0.0670103912260444 0.0641918398298193 0.0614918406734457 0.0589054072828103 0.0564277629219214 0.0540543317710282 0.0517807304758006 0.0496027600519629
"7" 0.136926057301634 0.123805275482076 0.111941777476491 0.101215085510717 0.091516266454615 0.0827468255698434 0.074817706262981 0.0676483856861543 0.0611660570006942 0.0553048899994358 0.050005362579036 0.045213656273186 0.0408811097081584 0.0369637244303472 0.0334217180873145 0.0302191204247497
"8" 0.147866610428838 0.120433565728416 0.0980900536774061 0.0798918355712701 0.0650698531773465 0.0529977282690455 0.043165291829142 0.0351570242640619 0.0286344955107977 0.0233220629538901 0.0189952227452412 0.0154711222525512 0.0126008326916487 0.0102630553835059 0.00835899566182779 0.00680818780211892
"9" 0.127215666216861 0.0892418365617618 0.0626031811156028 0.0439161545390275 0.0308071985341184 0.0216112610833708 0.0151603075851371 0.010634961337486 0.00746042928315692 0.0052334938814307 0.00367129787944088 0.00257541681044297 0.0018066558381589 0.00126736973383048 0.000889060333630769 0.000623676150484262
"10" 0.0956836233316728 0.0561986382024362 0.0330076017800936 0.019386622347479 0.0113865020714845 0.00668772657248263 0.00392795666548887 0.00230703863244679 0.00135501170325145 0.000795850008805932 0.000467433037660535 0.000274541235507902 0.000161248529567872 9.47074061195177e-05 5.56252686329883e-05 3.26708399825392e-05
"11" 0.0670212816153956 0.032517951968826 0.0157773348220183 0.00765498068035489 0.00371410823676177 0.00180204243098653 0.000874330179969964 0.000424214907740995 0.000205824174976875 9.98635131200448e-05 4.8452623477285e-05 2.35086534459233e-05 1.140612720588e-05 5.5341212177883e-06 2.68509171433633e-06 1.30277549599446e-06
"12" 0.0451380653275981 0.0179918981861395 0.00717151694453526 0.00285854526040934 0.00113940761334117 0.000454164475658474 0.000181028605158508 7.21574619814135e-05 2.8761749089544e-05 1.14643473865942e-05 4.56965466847385e-06 1.82145071890642e-06 7.26024822902588e-07 2.89391328570892e-07 1.1535052027176e-07 4.59783732728751e-08
"13" 0.0296684899157364 0.00969453340480634 0.0031678045698934 0.00103511797566888 0.000338237160756701 0.000110523031775994 3.61147205872628e-05 1.18009162627709e-05 3.85609032484236e-06 1.26002356615753e-06 4.11727748451338e-07 1.34536958988603e-07 4.3961558097511e-08 1.4364964132455e-08 4.69392358817238e-09 1.53379559102566e-09
"14" 0.0191701800067877 0.00513104857371677 0.00137336527129734 0.000367591953439522 9.83888606021321e-05 2.63345478594064e-05 7.04864764888169e-06 1.88662565779876e-06 5.04970109156939e-07 1.35159198163079e-07 3.61764162211211e-08 9.68290067113833e-09 2.59170407687844e-09 6.93689861151773e-10 1.85671515416355e-10 4.96964328983657e-11
