"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"1" 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854 0.0169088122372854
"2" 0.215642387356814 0.213422410765694 0.211225288197503 0.209050784376623 0.206898666449531 0.204768703959866 0.202660668823746 0.20057433530535 0.198509479992741 0.196465881773945 0.194443321813271 0.192441583527881 0.190460452564593 0.18849971677693 0.186559166202403 0.184638593040027
"3" 0.452115152781361 0.418267019500865 0.386952966574735 0.35798327709335 0.331182437526922 0.306388074372738 0.283449970411559 0.26222915461315 0.242597060177089 0.224434745607859 0.207632174105058 0.192087546902913 0.177706686520121 0.164402466183412 0.152094281967986 0.140707564456787
"4" 0.33348260369522 0.261532390802497 0.20510572569891 0.160853340518902 0.126148585408444 0.0989315207829421 0.0775866473075058 0.060847016125696 0.0477190276920567 0.0374234555589595 0.0293491945186164 0.0230169877694623 0.0180509800922656 0.0141564085428968 0.0111021064678516 0.00870678234878711
"5" 0.180650041357309 0.116505988826387 0.0751377931077622 0.0484583497378652 0.0312520711907185 0.0201552871485129 0.0129986776735507 0.00838319097196942 0.00540654154503031 0.00348682161433234 0.0022487434654693 0.00145027412721805 0.000935320136056131 0.000603212689583152 0.000389027815020016 0.00025089432545564
"6" 0.0878003003106795 0.04638278920619 0.0245029131669631 0.0129443003308565 0.00683816287123454 0.00361243715444887 0.00190836375801132 0.0010081427239242 0.000532577579895168 0.00028134794000489 0.000148629357173797 7.85173184972036e-05 4.14788129426034e-05 2.1912260327494e-05 1.15757206775487e-05 6.11517512123096e-06
"7" 0.0403112927003856 0.0174361741989444 0.00754181149574064 0.00326212160926502 0.00141099222642249 0.000610308045343919 0.000263981546628298 0.000114182104417449 4.93881225249235e-05 2.13622498812879e-05 9.23998922535056e-06 3.99664835675291e-06 1.7287031075439e-06 7.47730139676312e-07 3.23421852682797e-07 1.39892307722214e-07
"8" 0.0178731760066671 0.00632950464533396 0.00224149468680664 0.000793790148283758 0.000281108317240775 9.95500967009885e-05 3.52541036510416e-05 1.2484687262248e-05 4.42125596438278e-06 1.56571837900172e-06 5.54474579642668e-07 1.96358466243421e-07 6.95372676783784e-08 2.46255315020647e-08 8.72074532125651e-09 3.08831502588445e-09
"9" 0.00774873982695947 0.00224667592908171 0.000651403046564251 0.000188868329241692 5.47606370260194e-05 1.58773436474784e-05 4.60348993347802e-06 1.3347396162833e-06 3.86995490165027e-07 1.12205787241937e-07 3.2533037233106e-08 9.43265528121602e-09 2.73491174576564e-09 7.92962536436781e-10 2.29912202894951e-10 6.66609311425184e-11
"10" 0.00331030579922579 0.000785811896396121 0.000186538759247586 4.42812190311867e-05 1.05116296838096e-05 2.49528719007773e-06 5.92339946160419e-07 1.40611715241643e-07 3.33788976944029e-08 7.92359875120460e-09 1.88093141196268e-09 4.46502036207988e-10 1.05992205281877e-10 2.51607980915957e-11 5.9727577034789e-12 1.41783398342926e-12
