"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"1" 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06 4.49976439582656e-06
"2" 0.000123833589157462 0.000123830081076118 0.000123826573094154 0.000123823065211568 0.000123819557428357 0.000123816049744518 0.000123812542160048 0.000123809034674945 0.000123805527289204 0.000123802020002825 0.000123798512815804 0.000123795005728137 0.000123791498739823 0.000123787991850859 0.000123784485061241 0.000123780978370967
"3" 0.00143878273629221 0.00143851853168332 0.00143825437559049 0.00143799026800482 0.0014377262089174 0.00143746219831932 0.00143719823620167 0.00143693432255556 0.00143667045737209 0.00143640664064235 0.00143614287235745 0.00143587915250849 0.00143561548108657 0.00143535185808281 0.00143508828348832 0.0014348247572942
"4" 0.0116028353107522 0.0115908583903302 0.0115788938329746 0.0115669416259237 0.0115550017564289 0.0115430742117551 0.0115311589791799 0.0115192560459944 0.0115073653995025 0.0114954870270216 0.0114836209158818 0.0114717670534264 0.011459925427012 0.0114480960240079 0.0114362788317967 0.0114244738377738
"5" 0.0715144117923842 0.0711147610502581 0.0707173437141222 0.0703221473028227 0.0699291594049559 0.0695383676784773 0.069149759850315 0.0687633237159838 0.0683790471392018 0.0679969180515098 0.0676169244518914 0.0672390544063972 0.0668632960477688 0.0664896375750673 0.0661180672533018 0.065748573413061
"6" 0.28571281820735 0.27772654893305 0.269963512544562 0.262417469217056 0.255082353541824 0.247952269650983 0.241021486478457 0.234284433153422 0.227735694522515 0.221370006797205 0.21518225332283 0.209167460465901 0.203320793616359 0.197637553301583 0.192113171409012 0.186743207514363
"7" 0.557133625789069 0.498610828732051 0.446235421846513 0.399361666927503 0.357411655827654 0.319868185407627 0.286268380920697 0.256197989213976 0.229286271386946 0.205201431938718 0.183646528049816 0.164355808563869 0.147091437532408 0.131640561927221 0.117812687367994 0.105437329510507
"8" 0.640775334149151 0.489230366006582 0.373526161615987 0.285186290766129 0.217739020177541 0.166243197667434 0.126926265894642 0.0969078867586848 0.0739889293192429 0.056490362600104 0.0431302506476638 0.032929838565541 0.025141849436744 0.0191957392029663 0.0146558989017641 0.0111897421791154
"9" 0.609207335525379 0.384262936282303 0.242377259086937 0.152881608335333 0.0964314319554818 0.0608249819598189 0.0383658974609054 0.0241996304898714 0.0152641318098464 0.00962798667549422 0.00607293808637695 0.00383055962206912 0.0024161594947167 0.00152401405535526 0.000961285397755877 0.000606339300278479
"10" 0.543059558543582 0.280926562787615 0.145324269572414 0.0751767405587846 0.0388891844264643 0.0201175078104504 0.0104068554399439 0.00538350183175427 0.00278490386839252 0.00144064027441045 0.000745248130037387 0.000385519400775815 0.000199430501579504 0.000103166079009811 5.33681647188531e-05 2.76075337242176e-05
"11" 0.46860716816888 0.198532388865025 0.0841111961271769 0.0356349578745775 0.0150972793301249 0.00639618668763531 0.00270983951800172 0.00114806377173438 0.000486394273614003 0.000206068160348874 8.73038376748416e-05 3.69875678991411e-05 1.56703326626822e-05 6.63896924579424e-06 2.81269795577253e-06 1.191641277058e-06
"12" 0.395311218224659 0.137128430110369 0.0475681070448343 0.0165007708905267 0.00572390740133989 0.0019855506240574 0.00068876223954494 0.000238922854383615 8.28792971933672e-05 2.87497733148526e-05 9.97293043794729e-06 3.45948263420752e-06 1.20005049376909e-06 4.16282242135125e-07 1.44403011387278e-07 5.00915666994649e-08
