"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"1" 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636 0.0104459590920636
"2" 0.129978057373699 0.12672009971924 0.123543804218323 0.120447123972851 0.117428063391135 0.11448467690188 0.111615067700395 0.108817386526242 0.106089830471515 0.103430641818994 0.100838106909421 0.0983105550371683 0.0958463573735847 0.0934439259173317 0.0911017124710286 0.088818207643549
"3" 0.321345486802737 0.284498604505158 0.2518767472688 0.222995455197605 0.197425818691071 0.174788108803836 0.154746137976143 0.137002267387688 0.121292986790154 0.107385001175524 0.0950717661641709 0.0841704206605245 0.0745190712238982 0.0659743878252563 0.0584094752850523 0.0517119887813355
"4" 0.35990438568265 0.268486168415291 0.20028881419046 0.149414062283351 0.111461851218432 0.0831497657394473 0.0620291468959708 0.0462733121425569 0.0345195690057377 0.0257513583784721 0.0192103342375532 0.0143307757243214 0.0106906590130708 0.00797515726519847 0.0059494118488752 0.00443821985830844
"5" 0.300299847572175 0.184353250884501 0.113173953921223 0.0694771791910937 0.0426518493089968 0.0261838530386186 0.0160741953996203 0.0098679043670193 0.00605787936352562 0.00371891548783975 0.00228303199449077 0.00140154706524299 0.000860405890426155 0.000528200810831621 0.000324261025717754 0.000199062952277534
"6" 0.219107918390817 0.11021717969239 0.0554422076050985 0.0278889225137655 0.0140288785850456 0.00705690348047 0.0035498123695899 0.0017856511562284 0.000898230587919267 0.000451834159353907 0.000227284742141738 0.000114330342097871 5.75112389905377e-05 2.89297009834482e-05 1.45524181652463e-05 7.32025797906984e-06
"7" 0.147449337464404 0.0607338358573776 0.0250160419936873 0.0103040150221947 0.00424418561515072 0.00174816433177284 0.000720062411967403 0.000296591039929585 0.000122164750589001 5.0319208193262e-05 2.07262954411075e-05 8.53708430908092e-06 3.51639340023135e-06 1.44838941464335e-06 5.96586234154826e-07 2.45731659721275e-07
"8" 0.09383501584453 0.0316448182634649 0.0106718639509464 0.00359896774376478 0.0012137119513701 0.000409310892950001 0.000138035558518152 4.65509610020215e-05 1.56987952486661e-05 5.29424456455018e-06 1.78542525495075e-06 6.02114863064846e-07 2.0305655883287e-07 6.84785721368355e-08 2.30936388799901e-08 7.78807355465456e-09
"9" 0.0573169179654242 0.0158257012923753 0.00436961424804055 0.00120648863035713 0.00033312204065468 9.19779027980477e-05 2.5395901713681e-05 7.01203010974324e-06 1.93608271185969e-06 5.34569334200883e-07 1.47599258708057e-07 4.07534435242804e-08 1.12523814389323e-08 3.10688072216016e-09 8.57836883162599e-10 2.36856250343102e-10
"10" 0.0339387463296715 0.00767215284099969 0.00173435779400604 0.000392066870925053 8.86301729713486e-05 2.00356320400067e-05 4.52923127400769e-06 1.02387266308782e-06 2.31455442833006e-07 5.23225435626537e-08 1.18279722928831e-08 2.67381742238289e-09 6.04440003003727e-10 1.36638991941922e-10 3.0888448855344e-11 6.98260620288196e-12
